rule_id,rule_group_id,ingredient_id,rule_name_ko,rule_category,severity,priority,jurisdiction,applies_when,threshold_operator,threshold_value,threshold_unit,threshold_scope,action_text_ko,rationale_ko,monitoring_ko,exception_ko,evidence_chunk_ids,source_ids,review_status,schema_note
RULE-MAG-UL-US-ADULT,GROUP-MAG-UL-ADULT,magnesium_supplement,마그네슘(보충제) 성인 UL(미국),dose_limit,warn,83,US,"{""age_years"": {""min"": 19}}",>,350.0,mg/day,supplements_only,보충제/의약품 유래 마그네슘이 350 mg/day를 넘으면 설사·위장관 이상 및 과량 리스크를 검토한다.,ODS supplemental magnesium UL.,,,"[""CHK-MAG-UL-US""]","[""SRC-US-ODS-MAGNESIUM""]",starter_validated,applies_when is JSON for extension; engine may compile to rule predicates.
RULE-MAG-UL-EU-ADULT,GROUP-MAG-UL-ADULT,magnesium_supplement,마그네슘(보충제) 성인 UL(EU),dose_limit,warn,83,EU,"{""age_years"": {""min"": 19}, ""jurisdiction_preference_any"": [""EU"", ""strictest""]}",>,250.0,mg/day,supplements_only,EU 기준을 쓰면 readily dissociable magnesium salts in supplements는 250 mg/day 초과 시 경고한다.,EFSA는 supplements 기준 adult UL 250 mg/day를 제시한다.,,,"[""CHK-MAG-UL-EU""]","[""SRC-EU-EFSA-UL-SUMMARY-2025""]",starter_validated,applies_when is JSON for extension; engine may compile to rule predicates.
RULE-MAG-ABX-SPLIT,GROUP-MAG-ABX,magnesium_supplement,마그네슘 + tetracycline/quinolone 항생제 분리복용,timing_separation,warn,78,US,"{""medications_any"": [""tetracycline antibiotic"", ""quinolone antibiotic"", ""doxycycline"", ""minocycline"", ""ciprofloxacin"", ""levofloxacin""]}",,,,,항생제를 마그네슘보다 최소 2시간 전 또는 4–6시간 후에 복용한다.,킬레이션으로 항생제 흡수가 감소할 수 있다.,,,"[""CHK-MAG-ABX""]","[""SRC-US-ODS-MAGNESIUM""]",starter_validated,applies_when is JSON for extension; engine may compile to rule predicates.
RULE-MAG-BISPHOSPHONATE-SPLIT,GROUP-MAG-BISPHOSPHONATE,magnesium_supplement,마그네슘 + 경구 비스포스포네이트 분리복용,timing_separation,warn,76,US,"{""medications_any"": [""oral bisphosphonate"", ""alendronate"", ""risedronate""]}",,,,,경구 bisphosphonate와 마그네슘은 최소 2시간 이상 간격을 둔다.,bisphosphonate 흡수가 감소할 수 있다.,,,"[""CHK-MAG-BISPHOSPHONATE""]","[""SRC-US-ODS-MAGNESIUM""]",starter_validated,applies_when is JSON for extension; engine may compile to rule predicates.
RULE-IRON-UL-US-ADULT,GROUP-IRON-UL-ADULT,iron,철 성인 UL(미국),dose_limit,warn,80,US,"{""age_years"": {""min"": 19}}",>,45.0,mg/day,all_sources,철 총일일섭취량이 45 mg/day를 넘으면 위장관 이상과 과량 리스크를 검토한다.,ODS 성인 UL 45 mg/day.,,,"[""CHK-IRON-UL-US""]","[""SRC-US-ODS-IRON""]",starter_validated,applies_when is JSON for extension; engine may compile to rule predicates.
RULE-IRON-SAFELEVEL-EU-ADULT,GROUP-IRON-UL-ADULT,iron,철 safe level(EU),dose_limit,warn,78,EU,"{""age_years"": {""min"": 19}, ""jurisdiction_preference_any"": [""EU"", ""strictest""]}",>,40.0,mg/day,all_sources,EU 기준을 쓰면 iron은 formal UL 대신 safe level 40 mg/day를 참고 상한으로 사용한다.,EFSA summary는 성인 safe level 40 mg/day를 제시한다.,,,"[""CHK-IRON-SAFELEVEL-EU""]","[""SRC-EU-EFSA-UL-SUMMARY-2025""]",starter_validated,applies_when is JSON for extension; engine may compile to rule predicates.
RULE-IRON-LEVOTHYROXINE-SPLIT,GROUP-IRON-LEVOTHYROXINE,iron,철 + 레보티록신 분리복용,timing_separation,warn,88,US,"{""medications_any"": [""levothyroxine""]}",,4.0,hours,timing,철 보충제와 levothyroxine은 일반적으로 최소 4시간 간격을 둔다.,철은 levothyroxine 흡수/효과를 저하시킬 수 있다.,,,"[""CHK-IRON-INTERACTIONS""]","[""SRC-US-ODS-IRON""]",starter_validated,applies_when is JSON for extension; engine may compile to rule predicates.
RULE-IRON-LEVODOPA-INTERACTION,GROUP-IRON-LEVODOPA,iron,철 + levodopa 상호작용,interaction,warn,82,US,"{""medications_any"": [""levodopa""]}",,,,,levodopa 사용자는 철 보충제 병용 여부를 별도 검토한다.,철 보충제는 levodopa와 상호작용할 수 있다.,복용시간 분리와 임상반응 재평가.,,"[""CHK-IRON-INTERACTIONS""]","[""SRC-US-ODS-IRON""]",starter_validated,applies_when is JSON for extension; engine may compile to rule predicates.
RULE-IRON-PPI-ABSORPTION,GROUP-IRON-PPI,iron,철 + PPI 흡수저하,interaction,warn,68,US,"{""medications_any"": [""proton pump inhibitor"", ""omeprazole"", ""esomeprazole"", ""pantoprazole"", ""lansoprazole""]}",,,,,PPI 사용자는 철 흡수 저하 가능성을 반영해 제형/용량/복용전략을 재평가한다.,PPI는 철 흡수를 줄일 수 있다.,ferritin/Hb 또는 증상 기반 재평가.,,"[""CHK-IRON-INTERACTIONS""]","[""SRC-US-ODS-IRON""]",starter_validated,applies_when is JSON for extension; engine may compile to rule predicates.
RULE-IRON-CALCIUM-SPLIT,GROUP-IRON-CALCIUM,iron,철 + 칼슘 분리복용,timing_separation,warn,60,US,"{""coingredients_any"": [""calcium""]}",,,,,개별 iron과 calcium 보충제는 같은 시간대 복용을 피한다.,칼슘이 철 흡수를 방해할 수 있다.,,,"[""CHK-IRON-CALCIUM-SPLIT""]","[""SRC-US-ODS-IRON""]",starter_validated,applies_when is JSON for extension; engine may compile to rule predicates.
RULE-FOLATE-UL-US-ADULT,GROUP-FOLATE-UL-ADULT,folic_acid,엽산 UL(미국),dose_limit,warn,80,US,"{""age_years"": {""min"": 19}}",>,1000.0,mcg/day,supplements_or_fortified_only,"supplements/fortified foods 유래 folate는 1,000 mcg/day를 넘지 않도록 제한한다.",자연식품 folate가 아니라 synthetic folate에만 적용되는 UL.,,,"[""CHK-FOLATE-UL-US""]","[""SRC-US-ODS-FOLATE""]",starter_validated,applies_when is JSON for extension; engine may compile to rule predicates.
RULE-FOLATE-UL-EU-ADULT,GROUP-FOLATE-UL-ADULT,folic_acid,엽산 UL(EU),dose_limit,warn,80,EU,"{""age_years"": {""min"": 19}, ""jurisdiction_preference_any"": [""EU"", ""strictest""]}",>,1000.0,mcg/day,supplements_or_fortified_only,"EU 기준도 supplements/fortified foods folate 1,000 mcg/day를 상한으로 본다.",EFSA summary 동일.,,,"[""CHK-FOLATE-UL-EU""]","[""SRC-EU-EFSA-UL-SUMMARY-2025""]",starter_validated,applies_when is JSON for extension; engine may compile to rule predicates.
RULE-FOLATE-B12-MASKING,GROUP-FOLATE-B12,folic_acid,고용량 엽산과 B12 결핍 masking 위험,disease_caution,warn,72,US,"{""diseases_any"": [""vitamin B12 deficiency suspected"", ""pernicious anemia"", ""unexplained macrocytosis""]}",,,,,B12 결핍 가능성이 있으면 고용량 folic acid를 단독 장기 사용하지 않는다.,빈혈 교정으로 신경학적 악화를 늦게 발견할 수 있다.,B12 status 확인.,,"[""CHK-FOLATE-B12-MASKING""]","[""SRC-US-ODS-FOLATE""]",starter_validated,applies_when is JSON for extension; engine may compile to rule predicates.
RULE-VITK-WARFARIN-CONSISTENCY,GROUP-VITK-WARFARIN,vitamin_k,비타민 K + warfarin 일관성 유지,interaction,warn,90,US,"{""medications_any"": [""warfarin"", ""phenprocoumon"", ""acenocoumarol"", ""tioclomarol""]}",,,,,warfarin류 복용자는 vitamin K 음식/보충제 섭취량을 급격히 바꾸지 말고 일관되게 유지한다.,항응고 효과가 커지거나 줄어들 수 있다.,INR 모니터링과 복용량 조정은 의료진 판단.,,"[""CHK-VITK-WARFARIN""]","[""SRC-US-ODS-VITAMIN-K""]",starter_validated,applies_when is JSON for extension; engine may compile to rule predicates.
RULE-VITK-ORLISTAT-MONITOR,GROUP-VITK-ORLISTAT,vitamin_k,비타민 K + orlistat,interaction,warn,65,US,"{""medications_any"": [""orlistat""]}",,,,,orlistat 사용 시 vitamin K 흡수 저하 가능성을 검토한다.,지용성 비타민 흡수 감소.,warfarin 병용자는 INR 추가 모니터링.,,"[""CHK-VITK-ORLISTAT""]","[""SRC-US-ODS-VITAMIN-K""]",starter_validated,applies_when is JSON for extension; engine may compile to rule predicates.
RULE-OMEGA3-SAFE-UPTO5,GROUP-OMEGA3-UPPER-PRACTICAL,omega3_epa_dha,오메가3 실무상 상한 참고치,dose_limit,warn,55,US/EU,{},>,5000.0,mg/day,epa_dha_combined,EPA+DHA 합산 5 g/day 초과는 일반 소비자용 서비스에서 기본 경고 구간으로 둔다.,EFSA/FDA는 약 5 g/day까지 일반적으로 안전하다고 보나 formal UL은 아니다.,,,"[""CHK-OMEGA3-SAFE-UPTO5""]","[""SRC-US-ODS-OMEGA3""]",starter_validated,applies_when is JSON for extension; engine may compile to rule predicates.
RULE-OMEGA3-WARFARIN-MONITOR,GROUP-OMEGA3-WARFARIN,omega3_epa_dha,오메가3 + warfarin/항응고제,interaction,monitor,78,US,"{""medications_any"": [""warfarin"", ""anticoagulant"", ""apixaban"", ""rivaroxaban"", ""dabigatran""]}",,,,,고용량 omega-3를 항응고제와 병용하면 INR/출혈 징후를 모니터링한다.,고용량에서 항혈소판/응고시간 연장 가능성이 있다.,,,"[""CHK-OMEGA3-BLEEDING"", ""CHK-OMEGA3-WARFARIN""]","[""SRC-US-ODS-OMEGA3""]",starter_validated,applies_when is JSON for extension; engine may compile to rule predicates.
RULE-OMEGA3-AF-HIGHRISK,GROUP-OMEGA3-AF,omega3_epa_dha,고위험 심혈관 환자의 오메가3 4 g/day AF 주의,adverse_effect_signal,warn,74,US/INTL,"{""diseases_any"": [""cardiovascular disease"", ""high cardiovascular risk""], ""candidate_daily_intake"": {""gte"": 4000, ""unit"": ""mg/day""}}",,,,,CVD 또는 고위험 환자에서 omega-3 4 g/day 장기복용은 AF 위험을 설명하고 모니터링한다.,ODS fact sheet와 메타분석 모두 AF 위험 증가 신호를 제시한다.,심계항진/부정맥 증상 또는 ECG 기반 확인.,,"[""CHK-OMEGA3-AF-ODS"", ""CHK-OMEGA3-AF-META""]","[""SRC-PMID-34612056"", ""SRC-US-ODS-OMEGA3""]",starter_validated,applies_when is JSON for extension; engine may compile to rule predicates.
RULE-ZINC-UL-US-ADULT,GROUP-ZINC-UL-ADULT,zinc,아연 성인 UL(미국),dose_limit,warn,78,US,"{""age_years"": {""min"": 19}}",>,40.0,mg/day,all_sources,아연 총일일섭취량이 40 mg/day를 넘지 않도록 제한한다.,고용량 zinc는 copper status 악화와 연관.,,,"[""CHK-ZINC-UL-US""]","[""SRC-US-ODS-ZINC""]",starter_validated,applies_when is JSON for extension; engine may compile to rule predicates.
RULE-ZINC-ABX-SPLIT,GROUP-ZINC-ABX,zinc,아연 + 항생제 분리복용,timing_separation,warn,76,US,"{""medications_any"": [""quinolone antibiotic"", ""tetracycline antibiotic""]}",,,,,아연과 quinolone/tetracycline 항생제는 2시간 전 또는 4–6시간 후로 분리 복용한다.,킬레이션으로 항생제 흡수가 감소할 수 있다.,,,"[""CHK-ZINC-ABX""]","[""SRC-US-ODS-ZINC""]",starter_validated,applies_when is JSON for extension; engine may compile to rule predicates.
RULE-ZINC-LONGTERM-COPPER,GROUP-ZINC-COPPER,zinc,장기 고용량 아연의 구리결핍 모니터링,monitoring,monitor,66,US,"{""long_term_use_days"": {""gte"": 30}, ""candidate_daily_intake"": {""gt"": 40, ""unit"": ""mg/day""}}",,,,,장기 고용량 zinc는 copper deficiency 징후를 확인한다.,UL 근거가 copper status이다.,"CBC, copper status, 신경학적 증상 확인.",,"[""CHK-ZINC-COPPER"", ""CHK-ZINC-UL-US""]","[""SRC-US-ODS-ZINC""]",starter_validated,applies_when is JSON for extension; engine may compile to rule predicates.
RULE-SELENIUM-UL-US-ADULT,GROUP-SELENIUM-UL-ADULT,selenium,셀레늄 성인 UL(미국),dose_limit,warn,78,US,"{""age_years"": {""min"": 19}}",>,400.0,mcg/day,all_sources,셀레늄 총일일섭취량이 400 mcg/day를 넘지 않도록 제한한다.,ODS 성인 UL.,,,"[""CHK-SELENIUM-UL-US""]","[""SRC-US-ODS-SELENIUM""]",starter_validated,applies_when is JSON for extension; engine may compile to rule predicates.
RULE-SELENIUM-UL-EU-ADULT,GROUP-SELENIUM-UL-ADULT,selenium,셀레늄 성인 UL(EU),dose_limit,warn,78,EU,"{""age_years"": {""min"": 19}, ""jurisdiction_preference_any"": [""EU"", ""strictest""]}",>,255.0,mcg/day,all_sources,EU 기준을 쓰면 셀레늄은 255 mcg/day 초과를 경고한다.,EFSA 2023/2025 summary adult UL.,,,"[""CHK-SELENIUM-UL-EU""]","[""SRC-EU-EFSA-UL-SUMMARY-2025""]",starter_validated,applies_when is JSON for extension; engine may compile to rule predicates.
RULE-SELENIUM-SELENOSIS-SYMPTOMS,GROUP-SELENIUM-TOXICITY,selenium,셀레늄 과다 섭취 증상 플래그,monitoring,monitor,58,US,"{""candidate_daily_intake"": {""gt"": 200, ""unit"": ""mcg/day""}}",,,,,"셀레늄 고용량 복용 시 탈모, 손발톱 변화, 입마늘냄새, 위장증상 등을 확인한다.",selenosis 대표 징후.,,,"[""CHK-SELENIUM-UL-US""]","[""SRC-US-ODS-SELENIUM""]",starter_validated,applies_when is JSON for extension; engine may compile to rule predicates.
RULE-IODINE-UL-US-ADULT,GROUP-IODINE-UL-ADULT,iodine,요오드 성인 UL(미국),dose_limit,warn,78,US,"{""age_years"": {""min"": 19}}",>,1100.0,mcg/day,all_sources,"요오드 총일일섭취량이 1,100 mcg/day를 넘지 않도록 제한한다.",ODS 성인 UL.,,,"[""CHK-IODINE-UL-US""]","[""SRC-US-ODS-IODINE""]",starter_validated,applies_when is JSON for extension; engine may compile to rule predicates.
RULE-IODINE-AUTOIMMUNE-THYROID,GROUP-IODINE-THYROID-DISEASE,iodine,자가면역 갑상선질환/요오드 결핍에서 요오드 주의,disease_caution,warn,82,US,"{""diseases_any"": [""autoimmune thyroid disease"", ""Hashimoto thyroiditis"", ""Graves disease"", ""iodine deficiency""]}",,,,,자가면역 갑상선질환 또는 요오드 결핍이 있으면 요오드 보충은 별도 검토 후 사용한다.,일반적으로 안전한 섭취량에서도 갑상선 이상반응이 나타날 수 있다.,"TSH, FT4, 임상증상 확인.",,"[""CHK-IODINE-THYROID-DISEASE""]","[""SRC-US-ODS-IODINE""]",starter_validated,applies_when is JSON for extension; engine may compile to rule predicates.
RULE-IODINE-ANTITHYROID,GROUP-IODINE-ANTITHYROID,iodine,요오드 + 항갑상선제,interaction,warn,82,US,"{""medications_any"": [""antithyroid drug"", ""methimazole"", ""propylthiouracil""]}",,,,,항갑상선제 복용 중이면 추가 iodine 보충을 임의로 시작하지 않는다.,hypothyroidism 위험이 커질 수 있다.,갑상선 기능 추적.,,"[""CHK-IODINE-ANTITHYROID-ACEI""]","[""SRC-US-ODS-IODINE""]",starter_validated,applies_when is JSON for extension; engine may compile to rule predicates.
RULE-IODINE-POTASSIUM-IODIDE-HYPERKALEMIA,GROUP-IODINE-ACEI-HYPERKALEMIA,iodine,potassium iodide + ACE inhibitor/칼륨보존성 이뇨제,interaction,warn,76,US,"{""ingredient_forms_any"": [""potassium iodide""], ""medications_any"": [""ACE inhibitor"", ""lisinopril"", ""enalapril"", ""ramipril"", ""potassium-sparing diuretic"", ""spironolactone"", ""amiloride""]}",,,,,potassium iodide 제형은 ACE inhibitor/칼륨보존성 이뇨제와 병용 시 hyperkalemia 위험을 검토한다.,potassium load + RAAS 관련 약물 조합.,serum potassium 확인.,,"[""CHK-IODINE-ANTITHYROID-ACEI""]","[""SRC-US-ODS-IODINE""]",starter_validated,applies_when is JSON for extension; engine may compile to rule predicates.
RULE-NIACIN-UL-US-ADULT,GROUP-NIACIN-UL-ADULT,niacin,니아신 UL(미국),dose_limit,warn,76,US,"{""age_years"": {""min"": 19}}",>,35.0,mg/day,supplemental_only,supplemental niacin은 35 mg/day 초과 시 경고한다.,UL은 flushing 근거이며 nicotinic acid/nicotinamide 모두에 적용.,,,"[""CHK-NIACIN-UL-US""]","[""SRC-US-ODS-NIACIN""]",starter_validated,applies_when is JSON for extension; engine may compile to rule predicates.
RULE-NIACIN-HIGHDOSE-MONITOR,GROUP-NIACIN-HIGHDose,niacin,고용량 니아신 이상반응 모니터링,monitoring,monitor,70,US,"{""candidate_daily_intake"": {""gte"": 1000, ""unit"": ""mg/day""}}",,,,,"1,000 mg/day 이상 nicotinic acid는 저혈압·간독성·고혈당·통풍·심방세동 위험을 설명하고 모니터링한다.",ODS high-dose adverse effect summary.,"LFT, fasting glucose/A1C, uric acid.",,"[""CHK-NIACIN-HIGHDOSE-AE""]","[""SRC-US-ODS-NIACIN""]",starter_validated,applies_when is JSON for extension; engine may compile to rule predicates.
RULE-NIACIN-DIABETES-MEDS,GROUP-NIACIN-DIABETES,niacin,니아신 + 항당뇨약,interaction,warn,72,US,"{""medications_any"": [""antidiabetes medication"", ""metformin"", ""insulin"", ""sulfonylurea""]}",,,,,고용량 nicotinic acid 복용 시 혈당 상승 가능성을 반영해 항당뇨약 사용자에서는 모니터링한다.,니아신은 insulin resistance/혈당 상승을 유발할 수 있다.,blood glucose/A1C 추적.,,"[""CHK-NIACIN-DIABETES-MEDS"", ""CHK-NIACIN-HIGHDOSE-AE""]","[""SRC-US-ODS-NIACIN""]",starter_validated,applies_when is JSON for extension; engine may compile to rule predicates.
RULE-B6-UL-US-ADULT,GROUP-B6-UL-ADULT,vitamin_b6,비타민 B6 UL(미국),dose_limit,warn,76,US,"{""age_years"": {""min"": 19}}",>,100.0,mg/day,all_sources,미국 기준에서는 vitamin B6 총일일섭취량 100 mg/day 초과를 경고한다.,ODS/FNB adult UL.,,,"[""CHK-B6-UL-US""]","[""SRC-US-ODS-VITAMIN-B6""]",starter_validated,applies_when is JSON for extension; engine may compile to rule predicates.
RULE-B6-UL-EU-ADULT,GROUP-B6-UL-ADULT,vitamin_b6,비타민 B6 UL(EU),dose_limit,warn,84,EU,"{""age_years"": {""min"": 19}, ""jurisdiction_preference_any"": [""EU"", ""strictest""]}",>,12.0,mg/day,all_sources,EU 기준 또는 strictest 모드에서는 vitamin B6 12 mg/day 초과를 경고한다.,EFSA adult UL 12 mg/day.,,,"[""CHK-B6-UL-EU""]","[""SRC-US-ODS-VITAMIN-B6""]",starter_validated,applies_when is JSON for extension; engine may compile to rule predicates.
RULE-B6-NEUROPATHY,GROUP-B6-NEUROPATHY,vitamin_b6,고용량 비타민 B6 감각신경병증 주의,adverse_effect_signal,warn,70,US/EU,"{""candidate_daily_intake"": {""gte"": 50, ""unit"": ""mg/day""}, ""long_term_use_days"": {""gte"": 30}}",,,,,중등도 이상 고용량 vitamin B6 장기복용 시 감각신경병증 증상을 확인한다.,장기간 고용량 pyridoxine은 sensory neuropathy와 연관.,"손발저림, 감각저하, 보행이상 등.",,"[""CHK-B6-NEUROPATHY"", ""CHK-B6-UL-US"", ""CHK-B6-UL-EU""]","[""SRC-US-ODS-VITAMIN-B6""]",starter_validated,applies_when is JSON for extension; engine may compile to rule predicates.
RULE-SJW-MAJOR-DRUG-INTERACTIONS,GROUP-SJW-MAJOR-INTERACTIONS,st_johns_wort,세인트존스워트 주요 약물상호작용,interaction,contraindicated,99,US/INTL,"{""medications_any"": [""antidepressant"", ""birth control pill"", ""cyclosporine"", ""phenytoin"", ""carbamazepine"", ""digoxin"", ""ivabradine"", ""indinavir"", ""nevirapine"", ""irinotecan"", ""imatinib"", ""docetaxel"", ""warfarin"", ""simvastatin""]}",,,,,상호작용 가능 약물을 복용 중이면 세인트존스워트는 기본적으로 금기 처리한다.,강한 CYP3A4/P-gp 유도와 다수의 clinically relevant interaction.,,,"[""CHK-SJW-NCCIH-INTERACTIONS"", ""CHK-SJW-REVIEW-MECHANISM""]","[""SRC-PMID-31742659"", ""SRC-US-NCCIH-STJOHNSWORT""]",starter_validated,applies_when is JSON for extension; engine may compile to rule predicates.
RULE-SJW-SEROTONIN-RISK,GROUP-SJW-SEROTONIN,st_johns_wort,세인트존스워트 + serotonergic drug,interaction,avoid,96,US/INTL,"{""medications_any"": [""SSRI"", ""SNRI"", ""MAOI"", ""triptan"", ""serotonergic_drug""]}",,,,,serotonergic 약물과 세인트존스워트 병용은 피한다.,serotonin 관련 중대한 부작용 가능성.,,,"[""CHK-SJW-NCCIH-INTERACTIONS""]","[""SRC-US-NCCIH-STJOHNSWORT""]",starter_validated,applies_when is JSON for extension; engine may compile to rule predicates.
RULE-SJW-PREGNANCY,GROUP-SJW-PREGNANCY,st_johns_wort,세인트존스워트 임신/수유 회피,pregnancy_lactation,avoid,90,US,"{""pregnancy_status_any"": [""pregnant""], ""or_lactating"": true}",,,,,임신·수유 중 세인트존스워트는 기본 회피로 둔다.,NCCIH는 임신 중 birth defect risk 가능성과 수유아 이상반응 가능성을 언급한다.,,,"[""CHK-SJW-PREGNANCY""]","[""SRC-US-NCCIH-STJOHNSWORT""]",starter_validated,applies_when is JSON for extension; engine may compile to rule predicates.
