record_id,pmid,clinical_node_candidates,ai_decision,ai_confidence_basis,ai_rationale,exclusion_flags,reviewer_id,review_status,human_confirmation_required
pubmed:18088161:K1,18088161,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:18245424:K5,18245424,K5,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:18289157:K5,18289157,K3;K5,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:18482454:K3,18482454,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:18541590:K1,18541590,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:18795378:K1,18795378,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:18925578:K4,18925578,K3;K4,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:18928998:K3,18928998,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:19145727:K5,19145727,K5,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:19179490:K1,19179490,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:19332985:K3,19332985,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:19405553:K3,19405553,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:19639462:K3,19639462,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:19702031:K1,19702031,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:20030475:K3,20030475,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:20120791:K5,20120791,K3;K5,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:20298571:K5,20298571,K5,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:20335624:K5,20335624,K5,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:20398763:K1,20398763,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:20565345:K1,20565345,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:20863398:K5,20863398,K3;K5,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:21189381:K4,21189381,K4,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:21378420:K5,21378420,K5,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:21443793:K1,21443793,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:21443983:K1,21443983,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:21628399:K3,21628399,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:21666087:K3,21666087,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:21744260:K3,21744260,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:21942989:K3,21942989,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:22129567:K3,22129567,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:22161444:K3,22161444,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:22161448:K3,22161448,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:22361283:K1,22361283,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:22431675:K1,22431675,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:22456619:K1,22456619,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:22547512:K4,22547512,K4,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:22613271:K1,22613271,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:22654467:K1,22654467,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:22773290:K4,22773290,K4,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:22888611:K3,22888611,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:23395257:K1,23395257,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:23538593:K4,23538593,K4,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:23565451:K1,23565451,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:23626678:K1,23626678,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:23647723:K4,23647723,K2;K4,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:23670708:K1,23670708,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:23764669:K5,23764669,K5,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:23917718:K4,23917718,K4,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:23963793:K3,23963793,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:23966105:K3,23966105,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:23993871:K3,23993871,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:24101439:K4,24101439,K4,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:24315802:K3,24315802,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:24429202:K1,24429202,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:24445685:K4,24445685,K4,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:24606099:K1,24606099,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:24813907:K2,24813907,K2,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:24839916:K3,24839916,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:24899360:K3,24899360,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:24937025:K1,24937025,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:24948745:K5,24948745,K3;K5,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:24990381:K3,24990381,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:25020203:K4,25020203,K4,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:25104162:K3,25104162,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:25188769:K4,25188769,K4,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:25205139:K1,25205139,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:25310742:K4,25310742,K4,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:25425011:K5,25425011,K5,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:25511115:K1,25511115,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:25524023:K1,25524023,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:25550190:K3,25550190,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:25567344:K1,25567344,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:25600572:K3,25600572,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:25816354:K5,25816354,K5,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:25857366:K4,25857366,K4,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:26018112:K3,26018112,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:26063068:K5,26063068,K3;K5,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:26262909:K4,26262909,K4,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:26429655:K5,26429655,K5,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:26473773:K1,26473773,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:26760986:K4,26760986,K4,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:26786573:K1,26786573,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:2680058:K4,2680058,K4,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:26845108:K3,26845108,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:26887903:K5,26887903,K5,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:27087396:K5,27087396,K3;K5,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:27412888:K3,27412888,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:27565970:K4,27565970,K4,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:27576370:K3,27576370,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:27595415:K1,27595415,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:27604776:K1,27604776,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:27738640:K3,27738640,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:27813709:K1,27813709,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:27861708:K1,27861708,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:27885969:K1,27885969,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:28082519:K3,28082519,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:28152989:K5,28152989,K3;K5,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:28326596:K3,28326596,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:28343225:K3,28343225,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:28403561:K3,28403561,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:28409830:K4,28409830,K4,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:28518221:K5,28518221,K1;K5,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:28609534:K3,28609534,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:28654669:K4,28654669,K4,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:28755998:K4,28755998,K4,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:28809446:K3,28809446,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:28838765:K1,28838765,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:29104158:K1,29104158,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:2913914:K1,2913914,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:29183350:K4,29183350,K1;K4,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:29234503:K1,29234503,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:29260510:K5,29260510,K5,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:29360138:K4,29360138,K4,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:29424482:K5,29424482,K5,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:29557685:K4,29557685,K4,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:29761371:K3,29761371,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:29843553:K3,29843553,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:29930370:K5,29930370,K5,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:29958570:K3,29958570,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:30074935:K3,30074935,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:30407920:K1,30407920,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:30504715:K3,30504715,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:30529281:K1,30529281,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:30569038:K3,30569038,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:30578747:K3,30578747,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:30624670:K1,30624670,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:30779870:K5,30779870,K5,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:30801749:K1,30801749,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:30805197:K4,30805197,K4,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:30811439:K3,30811439,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:30838307:K2,30838307,K2,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:30917629:K3,30917629,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:30964527:K1,30964527,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:31087185:K1,31087185,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:31105568:K4,31105568,K4,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:31434554:K3,31434554,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:31498421:K4,31498421,K4,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:31581312:K1,31581312,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:31694979:K5,31694979,K5,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:31860749:K3,31860749,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:31892487:K3,31892487,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:31910279:K5,31910279,K5,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:31944128:K3,31944128,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:32075071:K5,32075071,K5,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:32233270:K3,32233270,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:32319144:K1,32319144,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:32493693:K3,32493693,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:32770972:K1,32770972,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:32790892:K3,32790892,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:3279769:K1,3279769,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:32829600:K1,32829600,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:32840615:K3,32840615,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:32956536:K4,32956536,K4,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:33052033:K4,33052033,K4,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:33110622:K1,33110622,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:33166742:K5,33166742,K5,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:33275278:K4,33275278,K4,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:33275751:K3,33275751,K3,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:33305842:K1,33305842,K1,ai_include_candidate,score=11; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
