evidence_candidate_id,rule_type,candidate_id,item_sequence,product_name,document_type,source_id,source_url,source_locator,evidence_text,review_status,supports_release
EXP-OTC-01-NB-P3-B17-sedation_driving,sedation_driving,EXP-OTC-01,201110646,덱스피드연질캡슐(덱시부프로펜),NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.3, 문단 17",이 있다. 그러므로 운전이나 기계를 작동하는 경우에는 주의해서 복용해야 한다. 1회 또는 단기간 복용하는,codex_candidate_not_expert_verified,false
EXP-OTC-01-NB-P3-B19-maximum_duration,maximum_duration,EXP-OTC-01,201110646,덱스피드연질캡슐(덱시부프로펜),NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.3, 문단 19",3) 장기간 동안 고용량으로 복용하면 두통이 유발될 수 있다.,codex_candidate_not_expert_verified,false
EXP-OTC-01-NB-P3-B23-hepatic_disease,hepatic_disease,EXP-OTC-01,201110646,덱스피드연질캡슐(덱시부프로펜),NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.3, 문단 23",3) 간장애 또는 그 병력이 있는 환자,codex_candidate_not_expert_verified,false
EXP-OTC-01-NB-P3-B24-renal_disease,renal_disease,EXP-OTC-01,201110646,덱스피드연질캡슐(덱시부프로펜),NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.3, 문단 24",4) 신장애(신장장애) 또는 그 병력이 있는 환자,codex_candidate_not_expert_verified,false
EXP-OTC-01-NB-P3-B26-decongestant_hypertension,decongestant_hypertension,EXP-OTC-01,201110646,덱스피드연질캡슐(덱시부프로펜),NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.3, 문단 26",6) 고혈압 환자,codex_candidate_not_expert_verified,false
EXP-OTC-01-NB-P4-B1-decongestant_hypertension,decongestant_hypertension,EXP-OTC-01,201110646,덱스피드연질캡슐(덱시부프로펜),NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.4, 문단 1",6) 고혈압 환자,codex_candidate_not_expert_verified,false
EXP-OTC-01-NB-P4-B4-age_restriction,age_restriction,EXP-OTC-01,201110646,덱스피드연질캡슐(덱시부프로펜),NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.4, 문단 4","9) 고령자(노인)(이상반응이 나타나기 쉬우므로 소량부터 투여를 개시하고 필요한 최소량으로 투여하며, 이",codex_candidate_not_expert_verified,false
EXP-OTC-01-NB-P4-B6-age_restriction,age_restriction,EXP-OTC-01,201110646,덱스피드연질캡슐(덱시부프로펜),NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.4, 문단 6",10) 6세 이상의 어린이(6세 미만의 어린이에 대한 안전성 및 유효성은 확립되어 있지 않다. 6세 이상의 어린,codex_candidate_not_expert_verified,false
EXP-OTC-01-NB-P4-B9-alcohol,alcohol,EXP-OTC-01,201110646,덱스피드연질캡슐(덱시부프로펜),NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.4, 문단 9",12) 알코올중독 환자,codex_candidate_not_expert_verified,false
EXP-OTC-01-NB-P4-B10-pregnancy_lactation,pregnancy_lactation,EXP-OTC-01,201110646,덱스피드연질캡슐(덱시부프로펜),NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.4, 문단 10","13) 임신 초기, 중기의 임부[동물실험에서 대사독성(고투여량에서 착상수 및 생존수의 억제가 보였음)이 보",codex_candidate_not_expert_verified,false
EXP-OTC-01-NB-P4-B11-pregnancy_lactation,pregnancy_lactation,EXP-OTC-01,201110646,덱스피드연질캡슐(덱시부프로펜),NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.4, 문단 11","고되어 있으며, 다른 해열진통소염(항염)제에서 태아순환지속증(PEO) 일어났다는 보고가 있다.], 임신을 계",codex_candidate_not_expert_verified,false
EXP-OTC-01-NB-P4-B12-pregnancy_lactation,pregnancy_lactation,EXP-OTC-01,201110646,덱스피드연질캡슐(덱시부프로펜),NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.4, 문단 12",획하는 여성(다른 프로스타글란딘 합성 억제제와 같이 이 약은 생식력을 감소시킨다. 임신이 어려운 여성이,codex_candidate_not_expert_verified,false
EXP-OTC-01-NB-P4-B13-pregnancy_lactation,pregnancy_lactation,EXP-OTC-01,201110646,덱스피드연질캡슐(덱시부프로펜),NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.4, 문단 13","나 불임검사를 받고 있는 여성은 이 약의 투여중단을 고려해야 한다.), 임신하고 있을 가능성이 있는 여성",codex_candidate_not_expert_verified,false
EXP-OTC-01-NB-P4-B14-decongestant_hypertension,decongestant_hypertension,EXP-OTC-01,201110646,덱스피드연질캡슐(덱시부프로펜),NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.4, 문단 14","14) 허혈심장병, 말초동맥질환, 뇌혈관 질환 환자",codex_candidate_not_expert_verified,false
EXP-OTC-01-NB-P4-B15-decongestant_hypertension,decongestant_hypertension,EXP-OTC-01,201110646,덱스피드연질캡슐(덱시부프로펜),NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.4, 문단 15","15) 심혈관 질환의 위험인자가 있는 환자(예, 고혈압, 고지혈증, 당뇨병, 흡연)",codex_candidate_not_expert_verified,false
EXP-OTC-01-NB-P4-B19-anticoagulant_antiplatelet,anticoagulant_antiplatelet,EXP-OTC-01,201110646,덱스피드연질캡슐(덱시부프로펜),NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.4, 문단 19",19) 혈액응고장애가 있거나 항응고제를 투여받고 있는 환자,codex_candidate_not_expert_verified,false
EXP-OTC-01-NB-P4-B21-gi_bleeding_ulcer,gi_bleeding_ulcer,EXP-OTC-01,201110646,덱스피드연질캡슐(덱시부프로펜),NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.4, 문단 21",투여가 필요하여 미소프로스톨 등으로 소화성궤양 치료를 병행하고 있는 환자(미소프로스톨에 의한 치료에,codex_candidate_not_expert_verified,false
EXP-OTC-01-NB-P4-B22-gi_bleeding_ulcer,gi_bleeding_ulcer,EXP-OTC-01,201110646,덱스피드연질캡슐(덱시부프로펜),NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.4, 문단 22",저항성을 나타내는 소화성궤양도 있으므로 이 약을 투여하는 중 충분히 경과를 관찰한다.),codex_candidate_not_expert_verified,false
EXP-OTC-01-NB-P4-B24-gi_bleeding_ulcer,gi_bleeding_ulcer,EXP-OTC-01,201110646,덱스피드연질캡슐(덱시부프로펜),NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.4, 문단 24","(1) 코르티코스테로이드, 알코올 : 위장관계 이상반응, 위장관 출혈의 위험이 있다.",codex_candidate_not_expert_verified,false
EXP-OTC-01-NB-P4-B24-alcohol,alcohol,EXP-OTC-01,201110646,덱스피드연질캡슐(덱시부프로펜),NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.4, 문단 24","(1) 코르티코스테로이드, 알코올 : 위장관계 이상반응, 위장관 출혈의 위험이 있다.",codex_candidate_not_expert_verified,false
EXP-OTC-01-NB-P5-B5-decongestant_hypertension,decongestant_hypertension,EXP-OTC-01,201110646,덱스피드연질캡슐(덱시부프로펜),NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.5, 문단 5",억제제 또는 안지오텐신Ⅱ 수용체 길항제(억제제)의 항고혈압효과가 감소될 수 있다는 보고가 있으므로 이,codex_candidate_not_expert_verified,false
EXP-OTC-01-NB-P5-B10-renal_disease,renal_disease,EXP-OTC-01,201110646,덱스피드연질캡슐(덱시부프로펜),NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.5, 문단 10",물과 비스테로이드성 소염(항염)진통제를 병용투여(함께 복용)하는 동안 신장애(신장 장애) 증상 및 신부전,codex_candidate_not_expert_verified,false
EXP-OTC-01-NB-P5-B15-gi_bleeding_ulcer,gi_bleeding_ulcer,EXP-OTC-01,201110646,덱스피드연질캡슐(덱시부프로펜),NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.5, 문단 15",(8) 쿠마린계 항응고제(와르파린 등) : 위장관계 출혈에 대하여 와르파린과 비스테로이드성 소염(항염)진통,codex_candidate_not_expert_verified,false
EXP-OTC-01-NB-P5-B15-anticoagulant_antiplatelet,anticoagulant_antiplatelet,EXP-OTC-01,201110646,덱스피드연질캡슐(덱시부프로펜),NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.5, 문단 15",(8) 쿠마린계 항응고제(와르파린 등) : 위장관계 출혈에 대하여 와르파린과 비스테로이드성 소염(항염)진통,codex_candidate_not_expert_verified,false
EXP-OTC-01-NB-P5-B17-gi_bleeding_ulcer,gi_bleeding_ulcer,EXP-OTC-01,201110646,덱스피드연질캡슐(덱시부프로펜),NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.5, 문단 17",(심한 증상)의 위장관계 출혈의 위험이 높아질 수 있으므로 관찰을 충분히 하고 감량(줄임)하는 등 신중히 투,codex_candidate_not_expert_verified,false
EXP-OTC-01-NB-P5-B24-anticoagulant_antiplatelet,anticoagulant_antiplatelet,EXP-OTC-01,201110646,덱스피드연질캡슐(덱시부프로펜),NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.5, 문단 24",병용(함께 복용)시 항혈소판 효과가 증가하는 위험이 있다.,codex_candidate_not_expert_verified,false
EXP-OTC-01-NB-P5-B28-sedative_medication,sedative_medication,EXP-OTC-01,201110646,덱스피드연질캡슐(덱시부프로펜),NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.5, 문단 28","(13) CYP2C8, CYP2C9의 유도제(예, 리팜피신, 페노바르비탈) : 이 약의 대사를 증가하고 약효를 감소시킬",codex_candidate_not_expert_verified,false
EXP-OTC-01-NB-P6-B4-gi_bleeding_ulcer,gi_bleeding_ulcer,EXP-OTC-01,201110646,덱스피드연질캡슐(덱시부프로펜),NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.6, 문단 4",(15) 항혈소판제 및 선택적 세로토닌 재흡수 억제제(SSRI) : 이 약과 병용 시 위장관 출혈의 위험이 증가할,codex_candidate_not_expert_verified,false
EXP-OTC-01-NB-P6-B4-anticoagulant_antiplatelet,anticoagulant_antiplatelet,EXP-OTC-01,201110646,덱스피드연질캡슐(덱시부프로펜),NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.6, 문단 4",(15) 항혈소판제 및 선택적 세로토닌 재흡수 억제제(SSRI) : 이 약과 병용 시 위장관 출혈의 위험이 증가할,codex_candidate_not_expert_verified,false
EXP-OTC-01-NB-P6-B13-urgent_referral,urgent_referral,EXP-OTC-01,201110646,덱스피드연질캡슐(덱시부프로펜),NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.6, 문단 13","6. 다음과 같은 경우 이 약의 복용을 즉시 중지하고 의사, 치과의사, 약사와 상의할 것. 상담시 가능한한 이 첨부",codex_candidate_not_expert_verified,false
EXP-OTC-01-NB-P6-B22-gi_bleeding_ulcer,gi_bleeding_ulcer,EXP-OTC-01,201110646,덱스피드연질캡슐(덱시부프로펜),NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.6, 문단 22","출혈성 대장염, 궤양성 대장염 또는 크론병, 소화성궤양 위장출혈, 천공(뚫림), 혈변, 위염, 췌장(이자)염 매",codex_candidate_not_expert_verified,false
EXP-OTC-01-NB-P7-B5-sedation_driving,sedation_driving,EXP-OTC-01,201110646,덱스피드연질캡슐(덱시부프로펜),NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.7, 문단 5","9) 정신신경계 : 피로, 졸음, 두통, 어지러움, 때때로 불안, 안절부절, 착란, 우울증, 드물게 무균성 수막염이",codex_candidate_not_expert_verified,false
EXP-OTC-01-NB-P7-B15-decongestant_hypertension,decongestant_hypertension,EXP-OTC-01,201110646,덱스피드연질캡슐(덱시부프로펜),NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.7, 문단 15","12) 심혈관계 : 말초부종(부기)이 나타날 수 있고, 심부전이 있는 환자의 경우 급성 폐부종(부기)의 위험이 증",codex_candidate_not_expert_verified,false
EXP-OTC-01-NB-P7-B16-age_restriction,age_restriction,EXP-OTC-01,201110646,덱스피드연질캡슐(덱시부프로펜),NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.7, 문단 16",가할 수 있다. 또한 고혈압이나 신부전 환자는 체액저류(체액고임)가 나타날 수 있다. 특히 고령자(노인)에게,codex_candidate_not_expert_verified,false
EXP-OTC-01-NB-P7-B16-decongestant_hypertension,decongestant_hypertension,EXP-OTC-01,201110646,덱스피드연질캡슐(덱시부프로펜),NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.7, 문단 16",가할 수 있다. 또한 고혈압이나 신부전 환자는 체액저류(체액고임)가 나타날 수 있다. 특히 고령자(노인)에게,codex_candidate_not_expert_verified,false
EXP-OTC-01-NB-P7-B17-decongestant_hypertension,decongestant_hypertension,EXP-OTC-01,201110646,덱스피드연질캡슐(덱시부프로펜),NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.7, 문단 17",서 고혈압이나 심부전이 나타날 수 있다. 빈도 불명의 코니스 증후군이 나타날 수 있다.,codex_candidate_not_expert_verified,false
EXP-OTC-01-NB-P7-B27-anticoagulant_antiplatelet,anticoagulant_antiplatelet,EXP-OTC-01,201110646,덱스피드연질캡슐(덱시부프로펜),NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.7, 문단 27","며, 필요시 혈액응고검사(항응고제투여시), 혈중 칼륨농도검사[칼륨저류(쌓임)제 투여시] 또는 혈중 리튬농",codex_candidate_not_expert_verified,false
EXP-OTC-01-NB-P7-B28-hepatic_disease,hepatic_disease,EXP-OTC-01,201110646,덱스피드연질캡슐(덱시부프로펜),NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.7, 문단 28","도검사를 정기적으로 시행한다. 간질환 또는 신질환과 관련된 임상 증상이나 전신적인 징후(예, 호산구증가",codex_candidate_not_expert_verified,false
EXP-OTC-01-NB-P8-B1-hepatic_disease,hepatic_disease,EXP-OTC-01,201110646,덱스피드연질캡슐(덱시부프로펜),NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.8, 문단 1","도검사를 정기적으로 시행한다. 간질환 또는 신질환과 관련된 임상 증상이나 전신적인 징후(예, 호산구증가",codex_candidate_not_expert_verified,false
EXP-OTC-01-NB-P8-B11-age_restriction,age_restriction,EXP-OTC-01,201110646,덱스피드연질캡슐(덱시부프로펜),NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.8, 문단 11","(팔다리 찬느낌) 등의 증상이 나타날 수 있으므로 특히 고열을 수반하는 유아, 소아 및 고령자(노인) 또는 소",codex_candidate_not_expert_verified,false
EXP-OTC-01-NB-P8-B16-gi_bleeding_ulcer,gi_bleeding_ulcer,EXP-OTC-01,201110646,덱스피드연질캡슐(덱시부프로펜),NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.8, 문단 16",7) 위장관계 이상반응 : 이 약을 포함한 비스테로이드성 소염(항염)진통제를 궤양성 질환 또는 위장관 출혈,codex_candidate_not_expert_verified,false
EXP-OTC-01-NB-P8-B17-gi_bleeding_ulcer,gi_bleeding_ulcer,EXP-OTC-01,201110646,덱스피드연질캡슐(덱시부프로펜),NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.8, 문단 17",의 병력이 있는 환자에게 처방시 극심한 주의를 기울여야 한다. 소화성 궤양 질환 및/또는 위장관 출혈의 병력,codex_candidate_not_expert_verified,false
