rule_id,rule_type,rank,recommendation,scope,evidence_candidate_id,product_name,item_sequence,source_id,source_url,source_locator,evidence_text,review_status,supports_release
OTC-RULE-004,minimum_interval,2,alternative_context,tylenol500_age_12_plus,EXP-OTC-02-UD-P1-B3-minimum_interval,낙센정(나프록센),197500016,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/197500016/UD,"용법용량 PDF p.1, 문단 3",성인 나프록센으로서 1회 250-500mg 1일 2회(12시간마다) 경구투여(복용)한다.,codex_recommended_not_expert_verified,false
OTC-RULE-004,minimum_interval,3,alternative_context,tylenol500_age_12_plus,SAFE-OTC-04-UD-P1-B3-minimum_interval,어린이타이레놀현탁액(아세트아미노펜),202200525,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/202200525/UD,"용법용량 PDF p.1, 문단 3",다음 1회 권장용량을 4-6시간 마다 필요시 복용한다.,codex_recommended_not_expert_verified,false
OTC-RULE-005,age_restriction,1,recommended_primary,tylenol500_minimum_age_12,SAFE-OTC-01-UD-P1-B2-age_restriction,타이레놀정500밀리그람(아세트아미노펜),202106092,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/202106092/UD,"용법용량 PDF p.1, 문단 2",만 12세 이상 소아 및 성인:,human_expert_verified,true
OTC-RULE-005,age_restriction,2,alternative_context,tylenol500_minimum_age_12,EXP-OTC-01-NB-P1-B23-age_restriction,덱스피드연질캡슐(덱시부프로펜),201110646,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.1, 문단 23",응은 투여 기간 동안에 경고 증상 없이 발생할 수 있다. 고령자(노인)는 중대한 위장관계 이상반응의 위험이,codex_recommended_not_expert_verified,false
OTC-RULE-005,age_restriction,3,alternative_context,tylenol500_minimum_age_12,EXP-OTC-02-NB-P1-B14-age_restriction,낙센정(나프록센),197500016,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/197500016/NB,"사용상의주의사항 PDF p.1, 문단 14",있다. 이러한 이상반응은 투여 기간 동안에 경고 증상 없이 발생할 수 있다. 고령자(노인)는 중대한 위장관(창,codex_recommended_not_expert_verified,false
OTC-RULE-006,pregnancy_lactation,1,recommended_primary,ibuprofen_pregnancy_lactation,SAFE-OTC-05-NB-P2-B9-pregnancy_lactation,어린이부루펜시럽(이부프로펜),198601920,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/198601920/NB,"사용상의주의사항 PDF p.2, 문단 9",11) 임신 말기 3개월 기간에 해당하는 임부(비스테로이드성 소염진통제와 마찬가지로 임신 말기에 이 약을 투여 시 태아의 동맥관을 조기 폐쇄시킬 수 있다),human_expert_verified,true
OTC-RULE-006,pregnancy_lactation,2,alternative_context,ibuprofen_pregnancy_lactation,EXP-OTC-01-NB-P2-B17-pregnancy_lactation,덱스피드연질캡슐(덱시부프로펜),201110646,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.2, 문단 17",12) 임신 6개월 이상의 임부(비스테로이드성 소염(항염)진통제와 마찬가지로 임신 말기에 이 약을 투여 시,codex_recommended_not_expert_verified,false
OTC-RULE-006,pregnancy_lactation,3,alternative_context,ibuprofen_pregnancy_lactation,EXP-OTC-02-NB-P8-B5-pregnancy_lactation,낙센정(나프록센),197500016,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/197500016/NB,"사용상의주의사항 PDF p.8, 문단 5",7. 임부에 대한 투여,codex_recommended_not_expert_verified,false
OTC-RULE-007,hepatic_disease,1,recommended_primary,acetaminophen_liver_disease,SAFE-OTC-01-NB-P1-B24-hepatic_disease,타이레놀정500밀리그람(아세트아미노펜),202106092,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/202106092/NB,"사용상의주의사항 PDF p.1, 문단 24",1) 간장애 또는 그 병력이 있는 환자,human_expert_verified,true
OTC-RULE-007,hepatic_disease,2,alternative_context,acetaminophen_liver_disease,EXP-OTC-01-NB-P2-B7-hepatic_disease,덱스피드연질캡슐(덱시부프로펜),201110646,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.2, 문단 7",4) 심한 간장애 환자,codex_recommended_not_expert_verified,false
OTC-RULE-007,hepatic_disease,3,alternative_context,acetaminophen_liver_disease,EXP-OTC-02-NB-P1-B26-hepatic_disease,낙센정(나프록센),197500016,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/197500016/NB,"사용상의주의사항 PDF p.1, 문단 26",3) 심한 간장애 환자,codex_recommended_not_expert_verified,false
OTC-RULE-008,renal_disease,1,recommended_primary,ibuprofen_kidney_disease,SAFE-OTC-05-NB-P3-B2-renal_disease,어린이부루펜시럽(이부프로펜),198601920,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/198601920/NB,"사용상의주의사항 PDF p.3, 문단 2",4) 신장장애 또는 그 병력이 있는 환자,human_expert_verified,true
OTC-RULE-008,renal_disease,2,alternative_context,ibuprofen_kidney_disease,EXP-OTC-01-NB-P2-B8-renal_disease,덱스피드연질캡슐(덱시부프로펜),201110646,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.2, 문단 8",5) 심한 신장애(신장장애) 환자,codex_recommended_not_expert_verified,false
OTC-RULE-008,renal_disease,3,alternative_context,ibuprofen_kidney_disease,EXP-OTC-02-NB-P2-B1-renal_disease,낙센정(나프록센),197500016,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/197500016/NB,"사용상의주의사항 PDF p.2, 문단 1",5) 심한 신장애(신장장애) 환자,codex_recommended_not_expert_verified,false
OTC-RULE-009,gi_bleeding_ulcer,1,recommended_primary,ibuprofen_gi_bleeding_or_ulcer,SAFE-OTC-05-NB-P1-B17-gi_bleeding_ulcer,어린이부루펜시럽(이부프로펜),198601920,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/198601920/NB,"사용상의주의사항 PDF p.1, 문단 17","3) 위장관계 위험: 이 약을 포함한 비스테로이드성 소염진통제 복용 시 위장관의 출혈, 궤양 및 천공(뚫림) 등 치명적일 수 있는 중대한 위장관계 이상반응이 나타날 수 있다.",human_expert_verified,true
OTC-RULE-009,gi_bleeding_ulcer,2,alternative_context,ibuprofen_gi_bleeding_or_ulcer,EXP-OTC-01-NB-P1-B4-gi_bleeding_ulcer,덱스피드연질캡슐(덱시부프로펜),201110646,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.1, 문단 4",사 또는 약사와 상의해야 한다. 이러한 사람이 이 약을 복용하면 위장출혈이 유발될 수 있다.,codex_recommended_not_expert_verified,false
OTC-RULE-009,gi_bleeding_ulcer,3,alternative_context,ibuprofen_gi_bleeding_or_ulcer,EXP-OTC-02-NB-P1-B4-gi_bleeding_ulcer,낙센정(나프록센),197500016,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/197500016/NB,"사용상의주의사항 PDF p.1, 문단 4",사 또는 약사와 상의해야 한다. 이러한 사람이 이 약을 복용하면 위장출혈이 유발될 수 있다.,codex_recommended_not_expert_verified,false
OTC-RULE-010,sedation_driving,1,recommended_primary,pancol_a_driving,SAFE-OTC-10-NB-P3-B8-sedation_driving,판콜에이내복액,196800036,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/196800036/NB,"사용상의주의사항 PDF p.3, 문단 8",4) 복용하는 동안 졸음이 오는 경우가 있으므로 자동차 운전 또는 기계류의 운전 조작을 피할 것.,human_expert_verified,true
OTC-RULE-010,sedation_driving,2,alternative_context,pancol_a_driving,EXP-OTC-01-NB-P3-B17-sedation_driving,덱스피드연질캡슐(덱시부프로펜),201110646,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.3, 문단 17",이 있다. 그러므로 운전이나 기계를 작동하는 경우에는 주의해서 복용해야 한다. 1회 또는 단기간 복용하는,codex_recommended_not_expert_verified,false
OTC-RULE-010,sedation_driving,3,alternative_context,pancol_a_driving,EXP-OTC-02-NB-P3-B12-sedation_driving,낙센정(나프록센),197500016,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/197500016/NB,"사용상의주의사항 PDF p.3, 문단 12","MCTD)환자에게는 신중히 투여한다. 또한 때때로 졸음, 인식기능장애 드물게 현기(어지러움), 두통, 수족저",codex_recommended_not_expert_verified,false
OTC-RULE-011,alcohol,1,recommended_primary,acetaminophen_regular_alcohol_use,SAFE-OTC-01-NB-P1-B3-alcohol,타이레놀정500밀리그람(아세트아미노펜),202106092,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/202106092/NB,"사용상의주의사항 PDF p.1, 문단 3","1) 매일 세잔 이상 정기적으로 술을 마시는 사람이 이 약이나 다른 해열 진통제를 복용해야 할 경우 반드시 의사 또는 약사와 상의해야 한다. 이러한 사람이 이 약을 복용하면 간손상이 유발될 수 있다.",human_expert_verified,true
OTC-RULE-011,alcohol,2,alternative_context,acetaminophen_regular_alcohol_use,EXP-OTC-01-NB-P1-B3-alcohol,덱스피드연질캡슐(덱시부프로펜),201110646,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.1, 문단 3",1) 매일 3잔 이상 정기적으로 술을 마시는 사람이 이 약이나 다른 해열진통제를 복용해야 할 경우 반드시 의,codex_recommended_not_expert_verified,false
OTC-RULE-011,alcohol,3,alternative_context,acetaminophen_regular_alcohol_use,EXP-OTC-02-NB-P1-B3-alcohol,낙센정(나프록센),197500016,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/197500016/NB,"사용상의주의사항 PDF p.1, 문단 3",1) 매일 세잔 이상 정기적으로 술을 마시는 사람이 이 약이나 다른 해열진통제를 복용해야 할 경우 반드시 의,codex_recommended_not_expert_verified,false
OTC-RULE-012,anticoagulant_antiplatelet,1,recommended_primary,ibuprofen_warfarin_or_coumarin_anticoagulant,SAFE-OTC-05-NB-P4-B10-anticoagulant_antiplatelet,어린이부루펜시럽(이부프로펜),198601920,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/198601920/NB,"사용상의주의사항 PDF p.4, 문단 10","5) 쿠마린계 항응혈제(와파린 등) (쿠마린계 항응혈제와 병용투여 시 그 작용을 증강시킬 수 있고, 중증의 위장관계 출혈의 위험이 높아질 수 있다.)",human_expert_verified,true
OTC-RULE-012,anticoagulant_antiplatelet,2,alternative_context,ibuprofen_warfarin_or_coumarin_anticoagulant,EXP-OTC-01-NB-P4-B19-anticoagulant_antiplatelet,덱스피드연질캡슐(덱시부프로펜),201110646,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.4, 문단 19",19) 혈액응고장애가 있거나 항응고제를 투여받고 있는 환자,codex_recommended_not_expert_verified,false
OTC-RULE-012,anticoagulant_antiplatelet,3,alternative_context,ibuprofen_warfarin_or_coumarin_anticoagulant,EXP-OTC-02-NB-P4-B22-anticoagulant_antiplatelet,낙센정(나프록센),197500016,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/197500016/NB,"사용상의주의사항 PDF p.4, 문단 22","위험인자로는 경구용 코르티코스테로이드 또는 항응고제 병용(함께 복용), 비스테로이드성 소염(항염)진통제",codex_recommended_not_expert_verified,false
OTC-RULE-013,sedative_medication,1,recommended_primary,pancol_a_sedative_or_overlapping_cold_medicine,SAFE-OTC-10-NB-P1-B20-sedative_medication,판콜에이내복액,196800036,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/196800036/NB,"사용상의주의사항 PDF p.1, 문단 20","3. 이 약을 복용하는 동안 다음의 약을 복용하지 말 것. 진해(기침을 그치게 함)거담제, 다른 감기약, 해열진통제, 진정제, 항히스타민제를 함유하는 내복약(비염(코염)용 경구제, 멀미약, 알레르기용약)",human_expert_verified,true
OTC-RULE-013,sedative_medication,2,alternative_context,pancol_a_sedative_or_overlapping_cold_medicine,EXP-OTC-01-NB-P5-B28-sedative_medication,덱스피드연질캡슐(덱시부프로펜),201110646,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.5, 문단 28","(13) CYP2C8, CYP2C9의 유도제(예, 리팜피신, 페노바르비탈) : 이 약의 대사를 증가하고 약효를 감소시킬",codex_recommended_not_expert_verified,false
OTC-RULE-013,sedative_medication,3,alternative_context,pancol_a_sedative_or_overlapping_cold_medicine,SAFE-OTC-01-NB-P1-B21-sedative_medication,타이레놀정500밀리그람(아세트아미노펜),202106092,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/202106092/NB,"사용상의주의사항 PDF p.1, 문단 21","8) 다음의 약물을 복용한 환자 : 바르비탈계 약물, 삼환계 항우울제",codex_recommended_not_expert_verified,false
OTC-RULE-014,decongestant_hypertension,1,recommended_primary,pancol_a_phenylephrine_hypertension,SAFE-OTC-10-NB-P2-B4-decongestant_hypertension,판콜에이내복액,196800036,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/196800036/NB,"사용상의주의사항 PDF p.2, 문단 4","4. 다음과 같은 사람은 이 약을 복용하기 전에 의사, 치과의사, 약사와 상의 할 것. … 4) 간장질환, 신장(콩팥)질환, 심장질환, 갑상선질환, 당뇨병, 고혈압, 위십이지장궤양, 녹내장(예: 눈의 통증, 눈이 침침함 등), 배뇨(소변을 눔)곤란 등이 있는 사람, 몸이 약한 사람 또는 고열이 있는 사람",human_expert_verified,true
OTC-RULE-014,decongestant_hypertension,2,alternative_context,pancol_a_phenylephrine_hypertension,EXP-OTC-01-NB-P1-B5-decongestant_hypertension,덱스피드연질캡슐(덱시부프로펜),201110646,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.1, 문단 5",2) 심혈관계 위험: 이 약을 포함한 비스테로이드성 소염(항염)진통제는 중대한 심혈관계 혈전(혈관막힘) 반,codex_recommended_not_expert_verified,false
OTC-RULE-014,decongestant_hypertension,3,alternative_context,pancol_a_phenylephrine_hypertension,EXP-OTC-02-NB-P1-B5-decongestant_hypertension,낙센정(나프록센),197500016,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/197500016/NB,"사용상의주의사항 PDF p.1, 문단 5",2) 심혈관계 위험: 이 약을 포함한 비스테로이드성 소염(항염)진통제는 중대한 심혈관계 혈전 (혈관 막힘)반,codex_recommended_not_expert_verified,false
OTC-RULE-015,maximum_duration,1,recommended_primary,pancol_a_continuous_use,SAFE-OTC-10-NB-P3-B6-maximum_duration,판콜에이내복액,196800036,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/196800036/NB,"사용상의주의사항 PDF p.3, 문단 6",2) 장기간 계속 복용하지 말 것.,codex_recommended_not_expert_verified,false
OTC-RULE-015,maximum_duration,2,alternative_context,pancol_a_continuous_use,EXP-OTC-01-NB-P3-B19-maximum_duration,덱스피드연질캡슐(덱시부프로펜),201110646,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.3, 문단 19",3) 장기간 동안 고용량으로 복용하면 두통이 유발될 수 있다.,codex_recommended_not_expert_verified,false
OTC-RULE-015,maximum_duration,3,alternative_context,pancol_a_continuous_use,EXP-OTC-02-NB-P5-B7-maximum_duration,낙센정(나프록센),197500016,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/197500016/NB,"사용상의주의사항 PDF p.5, 문단 7",10) 비스테로이드성 소염(항염)진통제를 장기간 복용시 신장(콩팥)유두괴사나 기타 신장(콩팥) 손상이 일어,codex_recommended_not_expert_verified,false
OTC-RULE-016,urgent_referral,1,recommended_primary,tylenol500_stop_and_consult_symptoms,SAFE-OTC-01-NB-P2-B12-urgent_referral,타이레놀정500밀리그람(아세트아미노펜),202106092,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/202106092/NB,"사용상의주의사항 PDF p.2, 문단 12-19","복용을 즉각 중지하고 의사·치과의사·약사와 상의할 것. 쇽·아나필락시양 증상(호흡곤란·온몸이 붉어짐·혈관부기·두드러기), 천식발작, 얼굴부기·저혈압·쇽, 스티븐스-존슨 증후군·독성표피괴사용해 등",human_expert_verified,true
OTC-RULE-016,urgent_referral,2,alternative_context,tylenol500_stop_and_consult_symptoms,EXP-OTC-01-NB-P6-B13-urgent_referral,덱스피드연질캡슐(덱시부프로펜),201110646,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,"사용상의주의사항 PDF p.6, 문단 13","6. 다음과 같은 경우 이 약의 복용을 즉시 중지하고 의사, 치과의사, 약사와 상의할 것. 상담시 가능한한 이 첨부",codex_recommended_not_expert_verified,false
OTC-RULE-016,urgent_referral,3,alternative_context,tylenol500_stop_and_consult_symptoms,EXP-OTC-02-NB-P3-B11-urgent_referral,낙센정(나프록센),197500016,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/197500016/NB,"사용상의주의사항 PDF p.3, 문단 11","또는 의식장애 등의 증상이 나타나면 즉시 투여를 중단하고 의사와 상의하며, 특히 자가면역질환(SLE,",codex_recommended_not_expert_verified,false
