source,target_id,rank,provider_id,pmid,doi,year,journal,title,url,study
crossref,vitd_calcium_secondary,2,10.1097/gme.0000000000000270,,10.1097/gme.0000000000000270,2014,Menopause,Incidence of hypercalciuria and hypercalcemia during vitamin D and calcium supplementation in older women,https://doi.org/10.1097/gme.0000000000000270,kwon_otc_nutrients
crossref,vitd_calcium_secondary,3,10.1016/j.juro.2014.08.023,,10.1016/j.juro.2014.08.023,2014,Journal of Urology,Re: Incidence of Hypercalciuria and Hypercalcemia during Vitamin D and Calcium Supplementation in Older Women,https://doi.org/10.1016/j.juro.2014.08.023,kwon_otc_nutrients
crossref,vitd_calcium_secondary,4,10.5414/cn107258,,10.5414/cn107258,2013,Clinical Nephrology,Acute kidney injury in a patient with sarcoidosis: hypercalciuria and hypercalcemia leading to calcium phosphate deposition,https://doi.org/10.5414/cn107258,kwon_otc_nutrients
crossref,vitd_calcium_secondary,5,10.1042/cs062015pa,,10.1042/cs062015pa,1982,Clinical Science,Vitamin D and the Hypercalciuria of Idiopathic Urinary Calcium Stone Disease,https://doi.org/10.1042/cs062015pa,kwon_otc_nutrients
crossref,vitd_calcium_secondary,6,10.1183/13993003.congress-2025.pa1894,,10.1183/13993003.congress-2025.pa1894,2025,Sarcoidosis and other granulomatous ILD/DPLD,Iatrogenic hypercalcemia due to vitamin D and calcium supplement intoxication,https://doi.org/10.1183/13993003.congress-2025.pa1894,kwon_otc_nutrients
crossref,vitd_calcium_secondary,7,10.1016/j.juro.2016.12.035,,10.1016/j.juro.2016.12.035,2017,Journal of Urology,"Re: Hypercalcemia, Hypercalciuria, and Kidney Stones in Long-Term Studies of Vitamin D Supplementation: A Systematic Review and Meta-Analysis",https://doi.org/10.1016/j.juro.2016.12.035,kwon_otc_nutrients
crossref,vitd_calcium_secondary,8,10.1530/boneabs.1.pp127,,10.1530/boneabs.1.pp127,2013,Bone Abstracts,Hypercalcemia following high vitamin D loading dose,https://doi.org/10.1530/boneabs.1.pp127,kwon_otc_nutrients
crossref,vitd_calcium_secondary,9,10.1016/j.juro.2015.02.1641,,10.1016/j.juro.2015.02.1641,2015,Journal of Urology,MP41-13 VITAMIN D REPLACEMENT IN RECURRENT RENAL STONE FORMERS WITH HYPERCALCIURIA DOES NOT INCREASE URINE CALCIUM EXCRETION OR RENAL STONE GROWTH,https://doi.org/10.1016/j.juro.2015.02.1641,kwon_otc_nutrients
crossref,vitd_calcium_secondary,10,10.1093/ndt/gfv203.42,,10.1093/ndt/gfv203.42,2015,Nephrology Dialysis Transplantation,"SP904IMPACT OF VITAMIN D SUPPLEMENTATION ON CALCIUM BLOOD LEVEL, URINE CALCIUM EXCRETION AND STONE FORMATION DYNAMICS IN PATIENTS WITH IDIOPATHIC HYPERCALCIURIA- PRELIMINARY REPORT",https://doi.org/10.1093/ndt/gfv203.42,kwon_otc_nutrients
crossref,vitd_calcium_secondary,11,10.5489/cuaj.3332,,10.5489/cuaj.3332,2015,Canadian Urological Association Journal,Combined vitamin D and calcium supplementation in vitamin D inadequate patients with urolithiasis: Impact on hypercalciuria and de novo stone formation,https://doi.org/10.5489/cuaj.3332,kwon_otc_nutrients
crossref,vitd_calcium_secondary,12,10.1530/endoabs.55.cb7,,10.1530/endoabs.55.cb7,2018,Endocrine Abstracts,"A case of hypercalcemia with normal 25-OH vitamin D levels, post-treatment with high dose cholecalciferol for low vitamin D levels",https://doi.org/10.1530/endoabs.55.cb7,kwon_otc_nutrients
crossref,vitd_calcium_secondary,13,10.3390/nu10030366,,10.3390/nu10030366,2018,Nutrients,"Vitamin D, Hypercalciuria and Kidney Stones",https://doi.org/10.3390/nu10030366,kwon_otc_nutrients
crossref,vitd_calcium_secondary,14,10.1007/978-1-84800-362-0_12,,10.1007/978-1-84800-362-0_12,2010,Urinary Tract Stone Disease,Calcium Metabolism and Hypercalciuria,https://doi.org/10.1007/978-1-84800-362-0_12,kwon_otc_nutrients
crossref,vitd_calcium_secondary,15,10.1177/1559897715582175,,10.1177/1559897715582175,2015,MD Conference Express,Calcium Supplementation and Hyperabsorption Lead to Hypercalcemia and Hypercalciuria,https://doi.org/10.1177/1559897715582175,kwon_otc_nutrients
crossref,vitd_calcium_secondary,16,10.1007/s40278-016-20018-7,,10.1007/s40278-016-20018-7,2016,Reactions Weekly,Calcium/vitamin D,https://doi.org/10.1007/s40278-016-20018-7,kwon_otc_nutrients
crossref,vitd_calcium_secondary,17,10.3945/ajcn.116.134981,,10.3945/ajcn.116.134981,2016,The American Journal of Clinical Nutrition,"Hypercalcemia, hypercalciuria, and kidney stones in long-term studies of vitamin D supplementation: a systematic review and meta-analysis",https://doi.org/10.3945/ajcn.116.134981,kwon_otc_nutrients
crossref,vitd_calcium_secondary,18,10.1016/j.juro.2015.12.020,,10.1016/j.juro.2015.12.020,2016,Journal of Urology,Re: Altered Calcium and Vitamin D Homeostasis in First-Time Calcium Kidney Stone-Formers,https://doi.org/10.1016/j.juro.2015.12.020,kwon_otc_nutrients
crossref,vitd_calcium_secondary,19,10.1159/000181963,,10.1159/000181963,2008,Nephron,The Cause of Idiopathic Calcium Stone Disease: Hypercalciuria or Hyperoxaluria?,https://doi.org/10.1159/000181963,kwon_otc_nutrients
crossref,vitd_calcium_secondary,20,10.1016/j.juro.2018.02.1044,,10.1016/j.juro.2018.02.1044,2018,Journal of Urology,"MP31-15 SERUM VITAMIN D STATUS, VITAMIN D3 SUPPLEMENTATION AND URINE CALCIUM LEVELS AMONG 140 CALCIUM KIDNEY STONE PATIENTS",https://doi.org/10.1016/j.juro.2018.02.1044,kwon_otc_nutrients
europe_pmc,b6_secondary,1,41923131,41923131,10.1186/s42466-026-00466-8,2026,Neurol Res Pract,Targeting risk factors and strategies for prevention of peripheral neuropathy: focus on B-vitamin deficiencies and metabolic diseases.,https://europepmc.org/article/MED/41923131,kwon_otc_nutrients
europe_pmc,b6_secondary,2,41939271,41939271,10.2147/idr.s564580,2026,Infect Drug Resist,Common Adverse Reactions and Management Strategies of First-Line Anti-Tuberculosis Drugs.,https://europepmc.org/article/MED/41939271,kwon_otc_nutrients
europe_pmc,b6_secondary,3,42078625,42078625,10.1097/ms9.0000000000004880,2026,Ann Med Surg (Lond),Early-onset pyridoxine-dependent epilepsy due to ALDH7A1 deficiency: the first genetically confirmed case from Palestine.,https://europepmc.org/article/MED/42078625,kwon_otc_nutrients
europe_pmc,b6_secondary,4,PMC13192960,,,2026,bioRxiv,Pyridoxine supplementation confers protection against SGPL1 R222Q variant sphingosine phosphate lyase insufficiency syndrome,,kwon_otc_nutrients
europe_pmc,b6_secondary,5,42063363,42063363,10.1042/bsr20260065,2026,Biosci Rep,Association of vitamin B1/B6/B12 supplementation with sphingosine-1-phosphate signaling and its receptors in multiple sclerosis patients: relevance to LISPR1 and APOA1-AS.,https://europepmc.org/article/MED/42063363,kwon_otc_nutrients
europe_pmc,b6_secondary,6,PMC12943217,,,2026,Nutrients,Unusual Micronutrient Deficiencies as Causes of Anemia,,kwon_otc_nutrients
europe_pmc,b6_secondary,7,40418248,40418248,10.1007/s00296-025-05900-9,2025,Rheumatol Int,Underestimated pyridoxine consumption and neurotoxicity: a novel manifestation with rheumatologic relevance - a case-based review.,https://europepmc.org/article/MED/40418248,kwon_otc_nutrients
europe_pmc,b6_secondary,8,41835766,41835766,10.7759/cureus.103314,2026,Cureus,Moxifloxacin-Induced Peripheral Neuropathy: A Rare Side Effect of Fluoroquinolone Therapy in Tuberculosis Management.,https://europepmc.org/article/MED/41835766,kwon_otc_nutrients
europe_pmc,b6_secondary,9,41637226,41637226,10.1177/11206721261419640,2026,Eur J Ophthalmol,Vitamins and nutraceuticals in glaucoma research.,https://europepmc.org/article/MED/41637226,kwon_otc_nutrients
europe_pmc,b6_secondary,10,41129581,41129581,10.4103/lungindia.lungindia_607_24,2025,Lung India,Tuberculosis and leprosy co-infection: Points to remember.,https://europepmc.org/article/MED/41129581,kwon_otc_nutrients
europe_pmc,b6_secondary,11,41847520,41847520,10.2147/opth.s575752,2026,Clin Ophthalmol,B Vitamins and Ocular Health.,https://europepmc.org/article/MED/41847520,kwon_otc_nutrients
europe_pmc,b6_secondary,12,PMC12986992,,,2026,Nutrients,Complex Effects of B-Vitamin Combinations on Cardiovascular Diseases: A Systematic Review and Meta-Analysis of Randomized Controlled Trials over Three Decades,,kwon_otc_nutrients
europe_pmc,b6_secondary,13,41613687,41613687,10.7759/cureus.100286,2025,Cureus,Not All Ascending Weakness and Numbness Is Guillain-Barré Syndrome: A Report of Two Cases of Copper Deficiency Myelopathy.,https://europepmc.org/article/MED/41613687,kwon_otc_nutrients
europe_pmc,b6_secondary,14,41012503,41012503,10.3390/pharmaceutics17091168,2025,Pharmaceutics,Development of 3D-Printed Gel-Based Supplement-Containing Tablets with Tailored Release Profiles for Neurological Pain Management.,https://europepmc.org/article/MED/41012503,kwon_otc_nutrients
europe_pmc,b6_secondary,15,40809450,40809450,10.1155/bn/7888243,2025,Behav Neurol,"Toxic Effects of Excess Vitamins A, B6, and Folic Acid on the Nervous System.",https://europepmc.org/article/MED/40809450,kwon_otc_nutrients
europe_pmc,b6_secondary,16,40904570,40904570,10.3389/fpsyt.2025.1569826,2025,Front Psychiatry,Exploring neuropsychiatric manifestations of vitamin B complex deficiencies.,https://europepmc.org/article/MED/40904570,kwon_otc_nutrients
europe_pmc,b6_secondary,17,41550388,41550388,10.1002/ccr3.71856,2026,Clin Case Rep,A Rare Clinical Manifestation of Disseminated Tuberculosis: Case Report of Tuberculous Meningitis With Flaccid Paralysis.,https://europepmc.org/article/MED/41550388,kwon_otc_nutrients
europe_pmc,b6_secondary,18,40900846,40900846,10.5662/wjm.v15.i4.107664,2025,World J Methodol,"Scoping review of micronutrient imbalances, clinical manifestations, and interventions.",https://europepmc.org/article/MED/40900846,kwon_otc_nutrients
europe_pmc,b6_secondary,19,41235668,41235668,10.3892/mmr.2025.13745,2026,Mol Med Rep,Homocystinuria: Advances in metabolic and molecular therapies targeting homocysteine pathways (Review).,https://europepmc.org/article/MED/41235668,kwon_otc_nutrients
europe_pmc,b6_secondary,20,39888171,39888171,10.1002/pds.70108,2025,Pharmacoepidemiol Drug Saf,Impact of Regulatory Action on Dose Maximalization for Vitamin B6 Dietary Supplements on the Reporting Pattern for Neuropathy.,https://europepmc.org/article/MED/39888171,kwon_otc_nutrients
crossref,b6_secondary,1,10.21236/ad0608841,,10.21236/ad0608841,1964,,PYRIDOXINE (VITAMIN B6) TOXICITY LITERATURE REVIEW,https://doi.org/10.21236/ad0608841,kwon_otc_nutrients
crossref,b6_secondary,2,10.1212/wnl.90.15_supplement.p4.021,,10.1212/wnl.90.15_supplement.p4.021,2018,Neurology,Vitamin B6 Toxicity Revisited: A Case of Reversible Pyridoxine-associated Neuropathy and Disequilibrium. (P4.021),https://doi.org/10.1212/wnl.90.15_supplement.p4.021,kwon_otc_nutrients
crossref,b6_secondary,3,10.5040/9781350363595.art-1474,,10.5040/9781350363595.art-1474,2011,Drugs Handbook 2012-2013,Pyridoxine (Vitamin B6),https://doi.org/10.5040/9781350363595.art-1474,kwon_otc_nutrients
crossref,b6_secondary,4,10.1212/wnl.96.15_supplement.5222,,10.1212/wnl.96.15_supplement.5222,2021,Neurology,Vitamin B6 (pyridoxine) Toxicity and OTC Supplements (5222),https://doi.org/10.1212/wnl.96.15_supplement.5222,kwon_otc_nutrients
crossref,b6_secondary,5,10.1093/med/9780198722700.003.0010,,10.1093/med/9780198722700.003.0010,2015,Oxford Medicine Online,Vitamin B6 (pyridoxine) in pregnancy and breastfeeding,https://doi.org/10.1093/med/9780198722700.003.0010,kwon_otc_nutrients
crossref,b6_secondary,6,10.2174/9781681088921121010008,,10.2174/9781681088921121010008,2021,Hypersensitivity to Vitamins,Vitamin B6 (Pyridoxine),https://doi.org/10.2174/9781681088921121010008,kwon_otc_nutrients
crossref,b6_secondary,7,10.1016/b978-1-4831-6823-4.50008-2,,10.1016/b978-1-4831-6823-4.50008-2,1966,The Vitamin Co-Factors of Enzyme Systems,PYRIDOXINE (VITAMIN B6),https://doi.org/10.1016/b978-1-4831-6823-4.50008-2,kwon_otc_nutrients
crossref,b6_secondary,8,10.1007/978-3-540-29678-2_4895,,10.1007/978-3-540-29678-2_4895,2009,Encyclopedia of Neuroscience,Pyridoxine (Vitamin B6) Deficiency,https://doi.org/10.1007/978-3-540-29678-2_4895,kwon_otc_nutrients
crossref,b6_secondary,9,10.1007/978-3-0348-7393-2_52,,10.1007/978-3-0348-7393-2_52,1994,Biochemistry of Vitamin B6 and PQQ,"Pyridoxine (vitamin B6), neurotransmitters and hypertension",https://doi.org/10.1007/978-3-0348-7393-2_52,kwon_otc_nutrients
crossref,b6_secondary,10,10.2165/00002018-199000051-00035,,10.2165/00002018-199000051-00035,1990,Drug Safety,Separation and Determination of Pyridoxine (Vitamin B6) in Serum by HPLC,https://doi.org/10.2165/00002018-199000051-00035,kwon_otc_nutrients
crossref,b6_secondary,11,10.1515/9783110214499.75,,10.1515/9783110214499.75,2010,Vitamins in the prevention of human diseases,5 Vitamin B6 Pyridoxine,https://doi.org/10.1515/9783110214499.75,kwon_otc_nutrients
crossref,b6_secondary,12,10.1016/s0278-6915(02)00072-8,,10.1016/s0278-6915(02)00072-8,2002,Food and Chemical Toxicology,Pyridoxine (vitamin B6) toxicity: enhancement by uremia in rats,https://doi.org/10.1016/s0278-6915(02)00072-8,kwon_otc_nutrients
crossref,b6_secondary,13,10.5040/9798216032656.0029,,10.5040/9798216032656.0029,2018,Vitamins and Minerals,Vitamin B6 (Pyridoxine),https://doi.org/10.5040/9798216032656.0029,kwon_otc_nutrients
crossref,b6_secondary,14,10.1093/oso/9780195084771.003.0377,,10.1093/oso/9780195084771.003.0377,2000,Experimental and Clinical Neurotoxicology,Pyridoxine/Vitamin B6,https://doi.org/10.1093/oso/9780195084771.003.0377,kwon_otc_nutrients
crossref,b6_secondary,15,10.1016/b978-1-4831-9698-5.50033-1,,10.1016/b978-1-4831-9698-5.50033-1,1954,The Vitamins,Introduction to PYRIDOXINE AND RELATED COMPOUNDS (Vitamin B6 Group),https://doi.org/10.1016/b978-1-4831-9698-5.50033-1,kwon_otc_nutrients
crossref,b6_secondary,16,10.1007/bf03293293,,10.1007/bf03293293,1985,Reactions,Adverse effects of pyridoxine [vitamin B6,https://doi.org/10.1007/bf03293293,kwon_otc_nutrients
crossref,b6_secondary,17,10.1093/advances/nmab033,,10.1093/advances/nmab033,2021,Advances in Nutrition,Vitamin B-6-Induced Neuropathy: Exploring the Mechanisms of Pyridoxine Toxicity,https://doi.org/10.1093/advances/nmab033,kwon_otc_nutrients
crossref,b6_secondary,18,10.1016/b978-0-12-332603-4.50011-1,,10.1016/b978-0-12-332603-4.50011-1,1989,Nutritional Toxicology,Interactions of Vitamin B6 (Pyridoxine) and Xenobiotics,https://doi.org/10.1016/b978-0-12-332603-4.50011-1,kwon_otc_nutrients
crossref,b6_secondary,19,10.1007/978-3-031-97759-6_23,,10.1007/978-3-031-97759-6_23,2025,Handbook of Clinical and Practical Pediatric Nutrition,Vitamin B6: Pyridoxine,https://doi.org/10.1007/978-3-031-97759-6_23,kwon_otc_nutrients
crossref,b6_secondary,20,10.1111/j.1753-4887.1955.tb03380.x,,10.1111/j.1753-4887.1955.tb03380.x,2009,Nutrition Reviews,AVAILABILITY OF VITAMIN B6 (PYRIDOXINE) IN HEATED MILK,https://doi.org/10.1111/j.1753-4887.1955.tb03380.x,kwon_otc_nutrients
europe_pmc,mineral_secondary,1,42029584,42029584,10.3390/medsci14020160,2026,Med Sci (Basel),The Nutritional Paradox of Obesity: Mechanisms and Clinical Implications of Micronutrient Deficiencies.,https://europepmc.org/article/MED/42029584,kwon_otc_nutrients
europe_pmc,mineral_secondary,2,41899809,41899809,10.3390/bioengineering13030278,2026,Bioengineering (Basel),"Bioresorbable Vascular Stents: How Neutrophil Extracellular Traps Influence Biocompatibility, Degradation Kinetics, and Device Performance.",https://europepmc.org/article/MED/41899809,kwon_otc_nutrients
europe_pmc,mineral_secondary,3,41737338,41737338,10.3389/fnut.2026.1697275,2026,Front Nutr,Nutrients and bioactive compounds in polycystic ovary syndrome: updated insights into effects and underlying mechanisms.,https://europepmc.org/article/MED/41737338,kwon_otc_nutrients
europe_pmc,mineral_secondary,4,40955325,40955325,10.2147/ijgm.s523034,2025,Int J Gen Med,The Prognostic Significance of Visceral Adiposity Indices in Conjunction with Plasma Trace Elements in Newly Diagnosed Crohn's Disease.,https://europepmc.org/article/MED/40955325,kwon_otc_nutrients
europe_pmc,mineral_secondary,5,41714537,41714537,10.1007/s40520-026-03344-0,2026,Aging Clin Exp Res,Trends and determinants of dietary supplement use and potential drug- supplement interactions in older adults: a 16-years follow-up in the Tehran lipid and glucose study.,https://europepmc.org/article/MED/41714537,kwon_otc_nutrients
europe_pmc,mineral_secondary,6,41683312,41683312,10.3390/nu18030491,2026,Nutrients,Botulinum Toxin Effects and Its Association with Vitamin and Mineral Supplementation: A Narrative Review.,https://europepmc.org/article/MED/41683312,kwon_otc_nutrients
europe_pmc,mineral_secondary,7,41683306,41683306,10.3390/nu18030484,2026,Nutrients,The Relationship Between Trace Elements and Depression.,https://europepmc.org/article/MED/41683306,kwon_otc_nutrients
europe_pmc,mineral_secondary,8,41973308,41973308,10.1007/s11259-026-11207-2,2026,Vet Res Commun,Mineral-microbiota interactions in aquaculture: implications for fish gut health and nutrition.,https://europepmc.org/article/MED/41973308,kwon_otc_nutrients
europe_pmc,mineral_secondary,9,42073380,42073380,10.3390/life16040570,2026,Life (Basel),"Micronutrient Status, Health Implications, and Assessment Aproaches in Older Adults: A Narrative Review of Recent Studies.",https://europepmc.org/article/MED/42073380,kwon_otc_nutrients
europe_pmc,mineral_secondary,10,PMC12987004,,,2026,Nutrients,Micronutrient Profiles and Anxiety in Adolescents with Non-Structural Palpitations: A Case-Control Study,,kwon_otc_nutrients
europe_pmc,mineral_secondary,11,42169402,42169402,10.1111/mcn.70197,2026,Matern Child Nutr,Effect of Small-Quantity Lipid-Based Nutrient Supplementation on Children's Cortisol Concentration.,https://europepmc.org/article/MED/42169402,kwon_otc_nutrients
europe_pmc,mineral_secondary,12,41928456,41928456,10.12659/msm.951071,2026,Med Sci Monit,Nutritional Status and Nutrient Intake of Children With Feeding Disorders in Early Childhood.,https://europepmc.org/article/MED/41928456,kwon_otc_nutrients
europe_pmc,mineral_secondary,13,42158275,42158275,10.3389/fnins.2026.1811167,2026,Front Neurosci,Analysis of risk factors for tic disorders in children in Hubei region based on liquid chromatography-tandem mass spectrometry.,https://europepmc.org/article/MED/42158275,kwon_otc_nutrients
europe_pmc,mineral_secondary,14,42012560,42012560,10.1007/s11130-026-01493-1,2026,Plant Foods Hum Nutr,Valorization of a Low-Pulp Brazilian Native Fruit Pitomba (Talisia esculenta Radlk) Through the Production of Nutritive Powders with the Whole Fruit.,https://europepmc.org/article/MED/42012560,kwon_otc_nutrients
europe_pmc,mineral_secondary,15,41675635,41675635,10.1016/j.crfs.2026.101337,2026,Curr Res Food Sci,Narrative review of celiac disease and sports: nutritional deficiency and strategies to optimise athlete health and performance.,https://europepmc.org/article/MED/41675635,kwon_otc_nutrients
europe_pmc,mineral_secondary,16,41970857,41970857,10.1021/acsomega.6c00583,2026,ACS Omega,Amino Acid-Coated Nanoparticles for Preservation of Cut Roses: Formulation and Performance.,https://europepmc.org/article/MED/41970857,kwon_otc_nutrients
europe_pmc,mineral_secondary,17,41160723,41160723,10.1111/jcmm.70920,2025,J Cell Mol Med,The Role of Micronutrients in Atherosclerosis: Mechanisms and Clinical Application.,https://europepmc.org/article/MED/41160723,kwon_otc_nutrients
europe_pmc,mineral_secondary,18,41959583,41959583,10.3389/fpls.2026.1760632,2026,Front Plant Sci,Variability and trait specific accessions for enhanced agronomic performance and nutritional traits in barnyard millet germplasm evaluated in diverse agro-ecologies in India.,https://europepmc.org/article/MED/41959583,kwon_otc_nutrients
europe_pmc,mineral_secondary,19,41782745,41782745,10.3389/fendo.2026.1764157,2026,Front Endocrinol (Lausanne),Essential micronutrients and biguanides (metformin) synergistic and antagonistic interactions on neurocognitive outcomes in type two diabetes mellitus: a systematic review of preclinical and clinical evidence.,https://europepmc.org/article/MED/41782745,kwon_otc_nutrients
europe_pmc,mineral_secondary,20,41835733,41835733,10.7759/cureus.103372,2026,Cureus,Zinc Deficiency in Older Adults Undergoing Rehabilitation With Calcium Pyrophosphate Deposition Disease: A Case Series.,https://europepmc.org/article/MED/41835733,kwon_otc_nutrients
crossref,mineral_secondary,1,10.7717/peerj.19896/table-6,,10.7717/peerj.19896/table-6,None,,Table 6: Interaction effects of maternal dietary iron and zinc intake on the odds of LBW.,https://doi.org/10.7717/peerj.19896/table-6,kwon_otc_nutrients
crossref,mineral_secondary,2,10.1097/01.ee9.0000610500.07929.80,,10.1097/01.ee9.0000610500.07929.80,2019,Environmental Epidemiology,"Deficient calcium, zinc, and iron intake on absorption of cadmium from diet",https://doi.org/10.1097/01.ee9.0000610500.07929.80,kwon_otc_nutrients
crossref,mineral_secondary,3,10.4095/100904,,10.4095/100904,1967,,"Analysis of rocks and minerals by atomic absorption spectroscopy, part 1 determination of magnesium, lithium, zinc and iron",https://doi.org/10.4095/100904,kwon_otc_nutrients
crossref,mineral_secondary,4,10.3403/02182786u,,10.3403/02182786u,None,,"Animal feeding stuffs. Determination of the contents of calcium, copper, iron, magnesium, manganese, potassium, sodium and zinc. Method using atomic absorption spectrometry",https://doi.org/10.3403/02182786u,kwon_otc_nutrients
crossref,mineral_secondary,5,10.3403/30145476u,,10.3403/30145476u,None,,"Hardmetals. Determination of calcium, copper, iron, potassium, magnesium, manganese, sodium, nickel and zinc in cobalt metal powders. Flame atomic absorption spectrometric method",https://doi.org/10.3403/30145476u,kwon_otc_nutrients
crossref,mineral_secondary,6,10.3403/30145476,,10.3403/30145476,None,,"Hardmetals. Determination of calcium, copper, iron, potassium, magnesium, manganese, sodium, nickel and zinc in cobalt metal powders. Flame atomic absorption spectrometric method",https://doi.org/10.3403/30145476,kwon_otc_nutrients
crossref,mineral_secondary,7,10.3403/02182786,,10.3403/02182786,None,,"Animal feeding stuffs. Determination of the contents of calcium, copper, iron, magnesium, manganese, potassium, sodium and zinc. Method using atomic absorption spectrometry",https://doi.org/10.3403/02182786,kwon_otc_nutrients
