record_id,target_id,pmid,year,priority,suggested_decision,matched_population_terms,matched_ingredient_terms,matched_outcome_terms,matched_study_terms,title,url
pubmed:41917895:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b,high_dose_vitd_calcium,41917895,2026,likely_exclude,likely_exclude,dietary,calcium,nephrolithiasis,case report,Urine microscopy revealing a metabolic disorder: a case report.,https://pubmed.ncbi.nlm.nih.gov/41917895/
pubmed:41917886:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b,high_dose_vitd_calcium,41917886,2026,likely_exclude,likely_exclude,supplement,vitamin d; calcium,adverse,clinical trial; cohort,Prescribing trends and clinical impact of calcium salt supplements in musculoskeletal pain: evidence from a multi-center retrospective analysis in India (TRACE study).,https://pubmed.ncbi.nlm.nih.gov/41917886/
pubmed:41917799:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b,high_dose_vitd_calcium,41917799,2026,likely_exclude,likely_exclude,supplement,calcium,adverse,,"The Potential Functions and Beneficial Effects of Melatonin on Cognitive Impairment, Neuroinflammation, Blood-Brain Barrier Leakage, and Synaptic Dysfunction in the Offspring of Mice Exposed to Gestational Intermittent Hypoxia.",https://pubmed.ncbi.nlm.nih.gov/41917799/
pubmed:41909156:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b,high_dose_vitd_calcium,41909156,2026,likely_exclude,likely_exclude,supplement,vitamin d; calcium,adverse,case report,Successful transition from rhPTH(1-84) to palopegteriparatide in chronic hypoparathyroidism.,https://pubmed.ncbi.nlm.nih.gov/41909156/
pubmed:42182331:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,42182331,2026,likely_exclude,likely_exclude,supplement,pyridoxine,neuropathy,,Pyridoxine supplementation confers protection against SGPL1 R222Q variant sphingosine phosphate lyase insufficiency syndrome.,https://pubmed.ncbi.nlm.nih.gov/42182331/
pubmed:42161587:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,42161587,2026,likely_exclude,likely_exclude,supplement,vitamin b6; b6,neuropathy,,Acquired vitamin B6 deficiency in POEMS: a marker of disease activity and cause of neuropathy?,https://pubmed.ncbi.nlm.nih.gov/42161587/
pubmed:42137389:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,42137389,2026,likely_exclude,likely_exclude,supplement,b-complex,toxicity,randomized; cohort,Vitamins and Cancer Risk: A Comprehensive Review of Epidemiologic and Clinical Evidence.,https://pubmed.ncbi.nlm.nih.gov/42137389/
pubmed:42122249:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,42122249,2026,likely_exclude,likely_exclude,adult; supplement; dietary,b-complex,,randomized,Artificial Intelligence-Guided Personalized Gut Microbiome Modulation for Persistent Secondary Gastrointestinal Symptoms in Oncology Patients: Clinical Efficacy and Biological Correlates from a Prospective Validation Study.,https://pubmed.ncbi.nlm.nih.gov/42122249/
pubmed:42106643:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,42106643,2026,manual_review_medium,include_candidate,dietary,vitamin b6; b6,adverse,,Lower oxidative balance score is linked to increased miscarriage risk: findings from a case-control study.,https://pubmed.ncbi.nlm.nih.gov/42106643/
pubmed:42063363:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,42063363,2026,likely_exclude,likely_exclude,supplement,b6,neuropathy,,Association of vitamin B1/B6/B12 supplementation with sphingosine-1-phosphate signaling and its receptors in multiple sclerosis patients: relevance to LISPR1 and APOA1-AS.,https://pubmed.ncbi.nlm.nih.gov/42063363/
pubmed:42029414:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,42029414,2026,likely_exclude,likely_exclude,supplement; dietary,vitamin b6; b6,adverse,case report,New Onset of Acne Associated With Dietary Supplements Post-Metabolic Bariatric Surgery: A Case Report and Review of the Literature.,https://pubmed.ncbi.nlm.nih.gov/42029414/
pubmed:42017538:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,42017538,2026,likely_exclude,likely_exclude,supplement; dietary,vitamin b6; b6,toxicity,,"Genetic vitamin B6 deficiency exacerbates alcohol behavioral responses, metabolism, and toxicity in Drosophila.",https://pubmed.ncbi.nlm.nih.gov/42017538/
pubmed:41942316:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,41942316,2026,likely_exclude,likely_exclude,supplement,vitamin b6; b6,neuropathy,case series,Peripheral Neuropathy during Subcutaneous Foslevodopa/Foscarbidopa Infusion in Parkinson's Disease: A Case Series.,https://pubmed.ncbi.nlm.nih.gov/41942316/
pubmed:41928196:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,41928196,2026,likely_exclude,likely_exclude,supplement,,,case report,Finasteride-induced recurrent aphthous ulceration-like lesions: a case report with dechallenge-rechallenge confirmation.,https://pubmed.ncbi.nlm.nih.gov/41928196/
pubmed:41900781:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,41900781,2026,likely_exclude,likely_exclude,supplement,pyridoxine; vitamin b6; b6,adverse,,Adjunctive Multicomponent Crystals of Two Anti-Tubercular Drugs with Pyridoxine.,https://pubmed.ncbi.nlm.nih.gov/41900781/
pubmed:41835766:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,41835766,2026,likely_exclude,likely_exclude,supplement,pyridoxine,neuropathy; neurotoxicity; toxicity,,Moxifloxacin-Induced Peripheral Neuropathy: A Rare Side Effect of Fluoroquinolone Therapy in Tuberculosis Management.,https://pubmed.ncbi.nlm.nih.gov/41835766/
pubmed:41734103:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,41734103,2026,likely_exclude,likely_exclude,,,adverse,cohort,Clinical Validation of Pharmacovigilance Algorithms in Suspected Hypersensitivity to Vitamin and Iron Preparations.,https://pubmed.ncbi.nlm.nih.gov/41734103/
pubmed:41692080:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,41692080,2026,likely_exclude,likely_exclude,dietary,pyridoxine; b6; b-complex,toxicity,,B vitamins in dermatology.,https://pubmed.ncbi.nlm.nih.gov/41692080/
pubmed:41622521:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,41622521,2026,likely_exclude,likely_exclude,adult; supplement,b-complex,adverse,randomized,Vitamin Supplementation and Cardiovascular Disease.,https://pubmed.ncbi.nlm.nih.gov/41622521/
pubmed:41615824:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,41615824,2026,likely_exclude,likely_exclude,supplement,vitamin b6; b6,adverse,meta-analysis,Combined B-vitamin supplementation on homocysteine and vascular outcomes in coronary heart disease: a meta-analysis.,https://pubmed.ncbi.nlm.nih.gov/41615824/
pubmed:41590508:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,41590508,2026,likely_exclude,likely_exclude,supplement,vitamin b6; b6,adverse,clinical trial; pharmacokinetic,The Dawn of Precision Medicine in Pediatric Nephrology: Lumasiran and the Era of siRNA Therapies for Primary Hyperoxaluria Type 1.,https://pubmed.ncbi.nlm.nih.gov/41590508/
pubmed:41559559:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,41559559,2026,likely_exclude,likely_exclude,supplement,vitamin b6; b6,adverse,,The mitigation mechanism of exogenous pyridoxal-5-phosphate on Pb stress damage in Polygonatum Cyrtonema Hua by multi-omics combined analysis.,https://pubmed.ncbi.nlm.nih.gov/41559559/
pubmed:41539356:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,41539356,2026,likely_exclude,likely_exclude,supplement,pyridoxine,neuropathy; toxicity,cohort,Adjunctive and supportive strategies to mitigate drug toxicities in the treatment of nontuberculous mycobacterial disease with future directions.,https://pubmed.ncbi.nlm.nih.gov/41539356/
pubmed:41475853:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,41475853,2025,likely_exclude,likely_exclude,supplement,pyridoxine,neuropathy,case report,Acute vision loss associated with vincristine therapy in T cell lymphoma.,https://pubmed.ncbi.nlm.nih.gov/41475853/
pubmed:41440136:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,41440136,2025,likely_exclude,likely_exclude,supplement,vitamin b6; b6,toxicity; adverse,,"Neuroinflammation-Modulating Properties Combining Glutathione, N-Acetylcysteine, and Uridine Monophosphate in a Formulation Supplement: An In Vitro Study.",https://pubmed.ncbi.nlm.nih.gov/41440136/
pubmed:41431308:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,41431308,2025,likely_exclude,likely_exclude,supplement,vitamin b6; b6,adverse,pharmacokinetic,Solutions to common issues in the use of LAIs.,https://pubmed.ncbi.nlm.nih.gov/41431308/
pubmed:41385215:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,41385215,2025,likely_exclude,likely_exclude,supplement; dietary,,neuropathy,,Liquid tobacco-induced optic neuropathy in the tribal population of Northeast India.,https://pubmed.ncbi.nlm.nih.gov/41385215/
pubmed:41361445:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,41361445,2025,likely_exclude,likely_exclude,supplement,vitamin b6; b6,adverse,randomized,"Evaluating the efficacy and tolerability of the oral combination of alpha lipoic acid and vitamin B complex preparation in carpal tunnel syndrome: a single center, randomized, double-blind, placebo-controlled trial.",https://pubmed.ncbi.nlm.nih.gov/41361445/
pubmed:41352035:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,41352035,2026,likely_exclude,likely_exclude,dietary,b6,adverse,,Micronutrient status among patients diagnosed with eating disorders.,https://pubmed.ncbi.nlm.nih.gov/41352035/
pubmed:41295274:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,41295274,2025,likely_exclude,likely_exclude,supplement,b6,neuropathy,,Riboflavin Transporter Deficiency as a Cause of Progressive Encephalopathy.,https://pubmed.ncbi.nlm.nih.gov/41295274/
pubmed:41221123:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,41221123,2025,likely_exclude,likely_exclude,supplement,pyridoxine; vitamin b6; b6,neurotoxicity; toxicity,,New treatment for pyridoxine-dependent epilepsy due to ALDH7A1 deficiency: first proof-of-principle of upstream enzyme inhibition in the mouse.,https://pubmed.ncbi.nlm.nih.gov/41221123/
pubmed:41211168:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,41211168,2025,likely_exclude,likely_exclude,supplement,b6,adverse,,Causal Influences of Micronutrients on Anxiety: Insights From an Observational and Mendelian Randomization Analysis.,https://pubmed.ncbi.nlm.nih.gov/41211168/
pubmed:41158987:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,41158987,2025,likely_exclude,likely_exclude,supplement,pyridoxine; vitamin b6; b6,neurotoxicity; toxicity,,Targeting AASS alleviates neurotoxicity and improves mitochondrial function in astrocyte models for pyridoxine-dependent epilepsy.,https://pubmed.ncbi.nlm.nih.gov/41158987/
